Month,Year,CityState,AffectedPop,UV,Drs,NumReps,Revenue
June,2019,MiamiFL,308155.2,1117,483,3,193119
July,2019,MiamiFL,307624.5,621,479,3,182409
Aug,2019,MiamiFL,307480.5,850,478,3,207097.5
Sep,2019,MiamiFL,326907.4,1769,421,3,152025
Oct,2019,MiamiFL,331820.5,2620,461,3,187396.5
Nov,2019,MiamiFL,319208,870,450,3,156014
Dec,2019,MiamiFL,312095,715,420,3,136993
Jan,2020,MiamiFL,274347.5,758,438,3,170893.407
Feb,2020,MiamiFL,375140.25,2621,460,3,177945.2492
Mar,2020,MiamiFL,420762.6,4029,448,3,173689.9728
Jan,2018,MilwaukeeWI,57840,0,22,0,13183.5
Feb,2018,MilwaukeeWI,55208,0,27,0,15581
Mar,2018,MilwaukeeWI,65423,14,31,0,15652.5
Apr,2018,MilwaukeeWI,76949.2,39,30,0,16733.5
May,2018,MilwaukeeWI,112825.75,31,28,0,16014.5
June,2018,MilwaukeeWI,111210.5,27,30,0,13181.5
July,2018,MilwaukeeWI,84593.8,38,25,0,15170.5
Aug,2018,MilwaukeeWI,79552.25,42,34,0,18058
Sep,2018,MilwaukeeWI,86159,92,29,0,18276.5
Oct,2018,MilwaukeeWI,76423.25,136,35,0,16718
Nov,2018,MilwaukeeWI,67438.25,159,26,0,14046
Dec,2018,MilwaukeeWI,55962.8,57,24,0,12219
Jan,2019,MilwaukeeWI,55565,47,22,0,5462
Feb,2019,MilwaukeeWI,50855,66,19,0,2756.5
Mar,2019,MilwaukeeWI,61742.2,101,27,0,3761.5
Apr,2019,MilwaukeeWI,77527.75,110,24,0,3456.5
May,2019,MilwaukeeWI,99317.5,177,39,0,6717
June,2019,MilwaukeeWI,101825.4,284,54,0,9375.5
July,2019,MilwaukeeWI,87272.25,150,38,0,6265.5
Aug,2019,MilwaukeeWI,81084.75,233,45,0,5533.5
Sep,2019,MilwaukeeWI,96927.6,377,46,0,7047
Oct,2019,MilwaukeeWI,82484.25,469,54,0,7876
Nov,2019,MilwaukeeWI,74384.25,162,35,0,5202.5
Dec,2019,MilwaukeeWI,65013.4,183,29,0,4938.5
Jan,2020,MilwaukeeWI,58274.5,65,55,0,7346.2186
Feb,2020,MilwaukeeWI,65760.75,171,33,0,5364.0489
Mar,2020,MilwaukeeWI,71370,247,37,0,3654.8068
Jan,2018,MinneapolisMN,283552,3,18,0,2016
Feb,2018,MinneapolisMN,235496,6,25,0,2610.5
Mar,2018,MinneapolisMN,271684.5,32,25,0,3383
Apr,2018,MinneapolisMN,321340,107,22,0,3302.5
May,2018,MinneapolisMN,445048.5,107,27,0,4650.5
June,2018,MinneapolisMN,380754.25,69,20,0,3896
July,2018,MinneapolisMN,322119.4,106,21,0,3585.5
Aug,2018,MinneapolisMN,324435.75,180,25,0,5063
Sep,2018,MinneapolisMN,317725.4,341,16,0,2866
Oct,2018,MinneapolisMN,284805.75,551,23,0,4483.5
Nov,2018,MinneapolisMN,262063.5,529,23,0,3822
Dec,2018,MinneapolisMN,231528.2,281,19,0,3716
Jan,2019,MinneapolisMN,209931,175,23,0,3259.5
Feb,2019,MinneapolisMN,199904.75,207,22,0,2632
Mar,2019,MinneapolisMN,243057,403,21,0,3366.5
Apr,2019,MinneapolisMN,284367.75,453,26,0,3670.5
May,2019,MinneapolisMN,342524.25,759,23,0,3940
June,2019,MinneapolisMN,295251.2,1153,20,0,4415.5
July,2019,MinneapolisMN,253370.5,694,21,0,4517
Aug,2019,MinneapolisMN,257211,935,18,0,4416
Sep,2019,MinneapolisMN,281468,1316,23,0,4133
Oct,2019,MinneapolisMN,230754.25,1823,22,0,4626
Nov,2019,MinneapolisMN,203316.25,602,18,0,3191
Dec,2019,MinneapolisMN,197203,677,20,0,3622
Jan,2020,MinneapolisMN,175928.5,203,26,0,3547.4731
Feb,2020,MinneapolisMN,170342,633,24,0,4592.0844
Mar,2020,MinneapolisMN,210563.4,905,27,0,4484.6153
Jan,2018,MontgomeryAL,42371.5,0,18,0,3188.5
Feb,2018,MontgomeryAL,44907.75,1,18,0,3490
Mar,2018,MontgomeryAL,59148.5,11,22,0,4047
Apr,2018,MontgomeryAL,66694.2,12,16,0,5151
May,2018,MontgomeryAL,61358.25,17,20,0,3707.5
June,2018,MontgomeryAL,47076.5,7,17,0,3781.5
July,2018,MontgomeryAL,43796,12,18,0,4152.5
Aug,2018,MontgomeryAL,42159.75,16,19,0,5234
Sep,2018,MontgomeryAL,47977.6,40,19,0,4974
Oct,2018,MontgomeryAL,43797.75,53,19,0,3215.5
Nov,2018,MontgomeryAL,43604.5,46,16,0,2878
Dec,2018,MontgomeryAL,40257,31,16,0,2914
Jan,2019,MontgomeryAL,38722.5,9,16,0,2244
Feb,2019,MontgomeryAL,41700,30,11,0,1357.5
Mar,2019,MontgomeryAL,45479.8,47,10,0,1176.5
Apr,2019,MontgomeryAL,48952,34,12,0,1452.5
May,2019,MontgomeryAL,46414.5,65,12,0,2002
June,2019,MontgomeryAL,37204.6,72,16,0,3050
July,2019,MontgomeryAL,34517.25,60,14,0,3727
Aug,2019,MontgomeryAL,35798.25,80,17,0,4414
Sep,2019,MontgomeryAL,42641,120,19,0,3406
Oct,2019,MontgomeryAL,40763.5,151,14,0,2941
Nov,2019,MontgomeryAL,35617.25,68,14,0,2862.5
Dec,2019,MontgomeryAL,33827.6,44,9,0,1637
Jan,2020,MontgomeryAL,29446.25,38,10,0,3118.4772
Feb,2020,MontgomeryAL,34820.75,62,13,0,2819.9947
Mar,2020,MontgomeryAL,44223.8,120,12,0,2574.3661
Jan,2018,NashvilleTN,86235.5,2,40,1,7601.5
Feb,2018,NashvilleTN,85709.75,0,50,1,10537.5
Mar,2018,NashvilleTN,109832,17,45,1,9668.5
Apr,2018,NashvilleTN,134313.6,40,48,1,13270.5
May,2018,NashvilleTN,148356,44,45,1,12392
June,2018,NashvilleTN,112229.75,26,45,1,9731.5
July,2018,NashvilleTN,93668.6,39,46,1,8605
Aug,2018,NashvilleTN,96089.5,76,48,1,9840
Sep,2018,NashvilleTN,109608,134,36,1,9902
Oct,2018,NashvilleTN,94846.75,214,42,1,9621
Nov,2018,NashvilleTN,90030.25,174,45,1,10546
Dec,2018,NashvilleTN,86526.6,90,43,1,9001.5
Jan,2019,NashvilleTN,77755.25,69,40,1,7932.5
Feb,2019,NashvilleTN,83299.25,73,42,1,11217
Mar,2019,NashvilleTN,98883.8,157,48,1,10303.5
Apr,2019,NashvilleTN,125701.75,166,48,1,11527.5
May,2019,NashvilleTN,135674.5,256,45,1,11652
June,2019,NashvilleTN,100414,298,42,1,11461
July,2019,NashvilleTN,84523.25,137,46,1,9649.5
Aug,2019,NashvilleTN,92225.75,385,43,1,13602.5
Sep,2019,NashvilleTN,111723.4,663,47,1,10377
Oct,2019,NashvilleTN,102029.5,923,37,1,10426
Nov,2019,NashvilleTN,96267.25,277,43,1,11291
Dec,2019,NashvilleTN,95367,307,42,1,8916
Jan,2020,NashvilleTN,86537,217,66,1,10646.1669
Feb,2020,NashvilleTN,87626.5,299,58,1,12790.3048
Mar,2020,NashvilleTN,103458.4,442,65,1,12005.8446
Jan,2018,New OrleansLA,89807.5,0,34,1,12413.5
Feb,2018,New OrleansLA,93127.5,0,34,1,12312.5
Mar,2018,New OrleansLA,135770.25,9,48,1,15774.5
Apr,2018,New OrleansLA,136648.8,23,43,1,15390.5
May,2018,New OrleansLA,121676.75,14,44,1,14051.5
June,2018,New OrleansLA,97506,17,42,1,14521
July,2018,New OrleansLA,88667.2,16,34,1,14975
Aug,2018,New OrleansLA,88011.25,36,45,1,21150
Sep,2018,New OrleansLA,100333.8,58,34,1,14141
Oct,2018,New OrleansLA,100614,122,40,1,15328.5
Nov,2018,New OrleansLA,94095.25,91,37,1,14266
Dec,2018,New OrleansLA,85885.8,28,34,1,12317
Jan,2019,New OrleansLA,79117.25,27,44,1,14332.5
Feb,2019,New OrleansLA,91723,37,41,1,13801.5
Mar,2019,New OrleansLA,105706.2,97,46,1,12924.5
Apr,2019,New OrleansLA,118800,86,37,1,12948.5
May,2019,New OrleansLA,102719,124,46,1,16221
June,2019,New OrleansLA,82574,188,40,1,15569.5
July,2019,New OrleansLA,74170.75,109,49,1,16448
Aug,2019,New OrleansLA,80092,163,35,1,19063
Sep,2019,New OrleansLA,102077.2,302,38,1,16694
Oct,2019,New OrleansLA,93079.5,324,39,1,16859.5
Nov,2019,New OrleansLA,92140.75,110,37,1,12257
Dec,2019,New OrleansLA,85872.6,107,34,1,11752.5
Jan,2020,New OrleansLA,74901,89,45,1,15132.1361
Feb,2020,New OrleansLA,88801.75,127,41,1,14204.6859
Mar,2020,New OrleansLA,103852.8,213,48,1,14103.5368
Jan,2018,New YorkNY,869097.75,3,420,2,112088
Feb,2018,New YorkNY,869812.75,10,404,2,112017
Mar,2018,New YorkNY,960797.5,66,435,2,145923
Apr,2018,New YorkNY,1283823.8,135,433,2,143242.5
May,2018,New YorkNY,2369237.75,221,433,2,154722
June,2018,New YorkNY,1588631.5,170,433,2,146312
July,2018,New YorkNY,1067699,220,415,2,144665
Aug,2018,New YorkNY,956227.75,247,440,2,161055
Sep,2018,New YorkNY,1058863.6,694,392,2,122620
Oct,2018,New YorkNY,1170342.5,857,420,2,146250.5
Nov,2018,New YorkNY,1030100,779,410,2,136841.5
Dec,2018,New YorkNY,953078.4,314,384,2,113412.5
Jan,2019,New YorkNY,919889.25,211,411,3,130217.5
Feb,2019,New YorkNY,904893,322,407,3,125941.5
Mar,2019,New YorkNY,1092487.8,576,398,3,133943.5
Apr,2019,New YorkNY,1547426.75,897,405,3,154012
May,2019,New YorkNY,2378896.25,1154,397,3,155505.5
June,2019,New YorkNY,1648129.6,1495,386,3,137344.5
July,2019,New YorkNY,1155921.25,837,374,3,127349.5
Aug,2019,New YorkNY,1013967,1034,377,3,137665.5
Sep,2019,New YorkNY,1224610.2,2722,357,3,113096.5
Oct,2019,New YorkNY,1322155.75,3647,373,3,128734.5
Nov,2019,New YorkNY,1151191.75,1108,355,3,107322.5
Dec,2019,New YorkNY,1098226.8,995,314,3,89498
Jan,2020,New YorkNY,1118836.5,487,403,3,98657.5026
Feb,2020,New YorkNY,1088149,1417,338,3,93548.9035
Mar,2020,New YorkNY,1442333,1795,314,3,75679.83
Jan,2018,NorfolkVA,70207,0,14,1,3987
Feb,2018,NorfolkVA,80542,1,11,1,3540
Mar,2018,NorfolkVA,107239.25,5,10,1,5277.5
Apr,2018,NorfolkVA,137483.4,23,17,1,5024.5
May,2018,NorfolkVA,152721.75,13,11,1,2680
June,2018,NorfolkVA,99962.25,3,14,1,4162.5
July,2018,NorfolkVA,82219.8,12,17,1,5078
Aug,2018,NorfolkVA,72917.5,21,14,1,4073.5
Sep,2018,NorfolkVA,80750.4,28,14,1,4324.5
Oct,2018,NorfolkVA,90023,52,13,1,4356.5
Nov,2018,NorfolkVA,81724.75,46,11,1,5459.5
Dec,2018,NorfolkVA,72556.4,13,12,1,6450
Jan,2019,NorfolkVA,68485,12,13,1,6672
Feb,2019,NorfolkVA,77355,21,10,1,6550
Mar,2019,NorfolkVA,97538.4,57,9,1,8645
Apr,2019,NorfolkVA,140098,53,14,1,9708
May,2019,NorfolkVA,138460,47,15,1,11257
June,2019,NorfolkVA,101335,94,20,1,8296
July,2019,NorfolkVA,95089,103,20,1,9759
Aug,2019,NorfolkVA,91304,90,19,1,10001
Sep,2019,NorfolkVA,99720.8,125,17,1,7877.5
Oct,2019,NorfolkVA,111516.5,146,20,1,9627.5
Nov,2019,NorfolkVA,93382.5,31,18,1,8656.5
Dec,2019,NorfolkVA,92351.6,23,17,1,6702.5
Jan,2020,NorfolkVA,78368,20,13,1,5425.4886
Feb,2020,NorfolkVA,90127.25,54,15,1,6743.4625
Mar,2020,NorfolkVA,126634,66,14,1,4470.8449
Jan,2018,Oklahoma CityOK,141754.5,0,31,0,8318
Feb,2018,Oklahoma CityOK,146599,0,32,0,8658
Mar,2018,Oklahoma CityOK,162546,19,41,0,11189.5
Apr,2018,Oklahoma CityOK,196843.8,46,37,0,11455
May,2018,Oklahoma CityOK,198356.75,31,36,0,9057.5
June,2018,Oklahoma CityOK,163034.75,23,29,0,10851
July,2018,Oklahoma CityOK,144108.2,32,39,0,9311
Aug,2018,Oklahoma CityOK,142810.25,30,38,0,10082
Sep,2018,Oklahoma CityOK,160720.4,171,37,0,10190.5
Oct,2018,Oklahoma CityOK,145009.75,222,35,0,9747
Nov,2018,Oklahoma CityOK,132249.5,164,38,0,11056
Dec,2018,Oklahoma CityOK,122401.8,102,33,0,8884
Jan,2019,Oklahoma CityOK,120954.25,54,32,0,9878
Feb,2019,Oklahoma CityOK,132397.75,79,30,0,10968
Mar,2019,Oklahoma CityOK,151541.4,154,38,0,11687.5
Apr,2019,Oklahoma CityOK,196526.25,142,40,0,11647
May,2019,Oklahoma CityOK,178990.75,252,39,0,12824.5
June,2019,Oklahoma CityOK,151582.4,292,38,0,8579.5
July,2019,Oklahoma CityOK,133444,174,35,0,9736.5
Aug,2019,Oklahoma CityOK,138023.75,215,31,0,9839.5
Sep,2019,Oklahoma CityOK,168724.8,347,42,0,8774.5
Oct,2019,Oklahoma CityOK,164570.75,450,37,0,11743.5
Nov,2019,Oklahoma CityOK,147120,178,30,0,8806
Dec,2019,Oklahoma CityOK,143908.4,180,35,0,8805
Jan,2020,Oklahoma CityOK,135435.75,139,34,0,9387.9525
Feb,2020,Oklahoma CityOK,132680.25,178,41,0,10741.358
Mar,2020,Oklahoma CityOK,166231,405,41,0,10617.908
Jan,2018,OmahaNE,35529,0,23,0,2735
Feb,2018,OmahaNE,32359.5,2,26,0,2502
Mar,2018,OmahaNE,37314.75,21,26,0,2790.5
Apr,2018,OmahaNE,52501,58,28,0,2018
May,2018,OmahaNE,62260.5,48,21,0,3510.5
June,2018,OmahaNE,52630.5,45,29,0,2836.5
July,2018,OmahaNE,42455,86,23,0,2875.5
Aug,2018,OmahaNE,43379.75,113,25,0,3704
Sep,2018,OmahaNE,48070.6,210,27,0,3253.5
Oct,2018,OmahaNE,39538.75,278,22,0,2762
Nov,2018,OmahaNE,34101.75,223,23,0,3282.5
Dec,2018,OmahaNE,30943.2,112,26,0,3750
Jan,2019,OmahaNE,31679.25,87,23,0,3425.5
Feb,2019,OmahaNE,29843.5,86,24,0,2229.5
Mar,2019,OmahaNE,36738.8,175,28,0,3495
Apr,2019,OmahaNE,61308.75,216,28,0,3345.5
May,2019,OmahaNE,65039.25,277,31,0,4489.5
June,2019,OmahaNE,53835.8,522,28,0,3973
July,2019,OmahaNE,45629.75,290,33,0,3444
Aug,2019,OmahaNE,49228.75,427,35,0,4980.5
Sep,2019,OmahaNE,61220.4,651,27,0,3590.5
Oct,2019,OmahaNE,50107.75,857,31,0,3465
Nov,2019,OmahaNE,41657.25,263,28,0,2494.5
Dec,2019,OmahaNE,37800.4,261,24,0,2400
Jan,2020,OmahaNE,34492,113,38,0,3140.3951
Feb,2020,OmahaNE,34807,301,29,0,3382.3573
Mar,2020,OmahaNE,46235.2,447,43,0,2959.6321
Jan,2018,OrlandoFL,168941.25,4,213,1,68604.5
Feb,2018,OrlandoFL,185869,11,223,1,69480
Mar,2018,OrlandoFL,261640.25,71,232,1,94896
Apr,2018,OrlandoFL,257037,139,218,1,84119
May,2018,OrlandoFL,228673.25,105,228,1,82229
June,2018,OrlandoFL,194087.5,79,221,1,83042
July,2018,OrlandoFL,171822,143,225,1,83071
Aug,2018,OrlandoFL,164753.25,234,221,1,81078.5
Sep,2018,OrlandoFL,184811.2,525,219,1,71728
Oct,2018,OrlandoFL,184895,659,231,1,83293
Nov,2018,OrlandoFL,176871.5,671,218,1,72317.5
Dec,2018,OrlandoFL,168339.6,259,206,1,65023.5
Jan,2019,OrlandoFL,160583,205,206,1,66676.5
Feb,2019,OrlandoFL,196851,244,211,1,75570.5
Mar,2019,OrlandoFL,234579.2,518,239,1,85728.5
Apr,2019,OrlandoFL,215061.5,437,239,1,83784
May,2019,OrlandoFL,195439.25,631,227,1,84887
June,2019,OrlandoFL,153501.4,915,239,1,80248.5
July,2019,OrlandoFL,150167.25,581,233,1,80270.5
Aug,2019,OrlandoFL,183091.75,717,226,1,85121
Sep,2019,OrlandoFL,187220,1280,205,1,66439
Oct,2019,OrlandoFL,190819.5,1742,236,1,86108
Nov,2019,OrlandoFL,173442.25,562,221,1,68353
Dec,2019,OrlandoFL,174868.6,554,228,1,63759
Jan,2020,OrlandoFL,160806.75,554,223,1,68288.5733
Feb,2020,OrlandoFL,204673.25,854,231,1,74380.0881
Mar,2020,OrlandoFL,232352.4,1320,231,1,83785.6762
Jan,2018,PeoriaIL,28326.5,0,4,0,564.5
Feb,2018,PeoriaIL,26717,0,2,0,127
Mar,2018,PeoriaIL,32162,2,6,0,816
Apr,2018,PeoriaIL,38309.8,6,5,0,875
May,2018,PeoriaIL,46936,6,4,0,1337
June,2018,PeoriaIL,42875,2,4,0,847
July,2018,PeoriaIL,32700.4,7,5,0,1092
Aug,2018,PeoriaIL,31469.25,11,7,0,980.5
Sep,2018,PeoriaIL,35985.4,22,7,0,1927.5
Oct,2018,PeoriaIL,27648.5,24,3,0,2241.5
Nov,2018,PeoriaIL,27323.75,23,4,0,1863
Dec,2018,PeoriaIL,23469,16,6,0,2258
Jan,2019,PeoriaIL,23171,11,6,0,1146
Feb,2019,PeoriaIL,21900.25,18,6,0,2592.5
Mar,2019,PeoriaIL,29713.6,22,6,0,2444
Apr,2019,PeoriaIL,39360,23,4,0,2309
May,2019,PeoriaIL,45590.25,57,6,0,1810.5
June,2019,PeoriaIL,39888.6,48,5,0,2931
July,2019,PeoriaIL,31849.25,30,5,0,1682.5
Aug,2019,PeoriaIL,33112.25,45,5,0,4267
Sep,2019,PeoriaIL,40609.6,71,8,0,2096
Oct,2019,PeoriaIL,35773.75,86,4,0,2361
Nov,2019,PeoriaIL,30200.75,36,3,0,1192
Dec,2019,PeoriaIL,28721.6,27,5,0,2014.5
Jan,2020,PeoriaIL,25976,6,4,0,6050.0001
Feb,2020,PeoriaIL,25775.5,38,7,0,4264.5557
Mar,2020,PeoriaIL,29839,45,2,0,4232.5202
Jan,2018,PhiladelphiaPA,373985.5,1,240,2,37587
Feb,2018,PhiladelphiaPA,382713.75,2,229,2,37165
Mar,2018,PhiladelphiaPA,430515,50,233,2,40210
Apr,2018,PhiladelphiaPA,564760.6,186,252,2,52139.5
May,2018,PhiladelphiaPA,868698.75,204,269,2,65466
June,2018,PhiladelphiaPA,670753,118,255,2,50405
July,2018,PhiladelphiaPA,499642.6,175,232,2,42613
Aug,2018,PhiladelphiaPA,437697.5,271,227,2,44698
Sep,2018,PhiladelphiaPA,499492.2,541,230,2,41861
Oct,2018,PhiladelphiaPA,496133.25,663,254,2,55269
Nov,2018,PhiladelphiaPA,474684.75,586,237,2,45543.5
Dec,2018,PhiladelphiaPA,405756.8,300,235,2,48115
Jan,2019,PhiladelphiaPA,377553,197,245,1,43044.5
Feb,2019,PhiladelphiaPA,390032.25,289,251,1,45403.5
Mar,2019,PhiladelphiaPA,470907.2,556,253,1,49180.5
Apr,2019,PhiladelphiaPA,657318.5,904,249,1,51858
May,2019,PhiladelphiaPA,842832.75,1036,245,1,47083.5
June,2019,PhiladelphiaPA,626235.4,1275,263,1,49848
July,2019,PhiladelphiaPA,484612.5,812,234,1,48905
Aug,2019,PhiladelphiaPA,451299,1009,246,1,47716
Sep,2019,PhiladelphiaPA,542447.2,1575,226,1,42295.5
Oct,2019,PhiladelphiaPA,559533.5,2050,249,1,46204
Nov,2019,PhiladelphiaPA,468809,770,232,1,38571.5
Dec,2019,PhiladelphiaPA,431022,630,196,1,30847
Jan,2020,PhiladelphiaPA,422587.5,287,230,1,39861.4018
Feb,2020,PhiladelphiaPA,426589.75,778,237,1,44543.3396
Mar,2020,PhiladelphiaPA,534958.8,1057,202,1,36839.9585
Jan,2018,PhoenixAZ,237610.5,1,242,3,46338.5
Feb,2018,PhoenixAZ,242071.5,0,241,3,51241.5
Mar,2018,PhoenixAZ,272772.5,44,266,3,61916.5
Apr,2018,PhoenixAZ,325346.4,95,270,3,70833.5
May,2018,PhoenixAZ,311278.75,83,263,3,61248.5
June,2018,PhoenixAZ,241939.25,60,241,3,52662.5
July,2018,PhoenixAZ,197604.2,94,237,3,50785
Aug,2018,PhoenixAZ,201035.5,162,257,3,62375.5
Sep,2018,PhoenixAZ,230237.6,350,275,3,67021.5
Oct,2018,PhoenixAZ,208011.75,442,259,3,64226.5
Nov,2018,PhoenixAZ,222390.25,516,247,3,59349
Dec,2018,PhoenixAZ,213873.2,192,246,3,55746.5
Jan,2019,PhoenixAZ,190719.25,182,269,3,60851
Feb,2019,PhoenixAZ,216063.25,244,255,3,57243
Mar,2019,PhoenixAZ,242399.6,463,249,3,66102
Apr,2019,PhoenixAZ,317095.25,392,248,3,65014
May,2019,PhoenixAZ,298747.75,532,263,3,73248.5
June,2019,PhoenixAZ,221537.8,962,278,3,68440.5
July,2019,PhoenixAZ,188156.75,545,264,3,59869.5
Aug,2019,PhoenixAZ,190768.5,705,273,3,63085.5
Sep,2019,PhoenixAZ,216988.8,1156,261,3,60162.5
Oct,2019,PhoenixAZ,211511.5,1649,272,3,64240
Nov,2019,PhoenixAZ,241245.75,493,262,3,53468
Dec,2019,PhoenixAZ,205198.2,538,231,3,47808
Jan,2020,PhoenixAZ,199314.75,481,278,3,70518.9517
Feb,2020,PhoenixAZ,223260,699,266,3,82708.3289
Mar,2020,PhoenixAZ,281355.8,1024,254,3,71515.2255
Jan,2018,PittsburghPA,202187,7,109,0,29044
Feb,2018,PittsburghPA,194747.5,17,120,0,30500
Mar,2018,PittsburghPA,230168.5,22,130,0,35417
Apr,2018,PittsburghPA,270642.2,68,118,0,34543.5
May,2018,PittsburghPA,327895.5,73,133,0,38192
June,2018,PittsburghPA,310829.75,39,131,0,37578
July,2018,PittsburghPA,246227.4,71,115,0,31688
Aug,2018,PittsburghPA,212109.75,119,114,0,33580.5
Sep,2018,PittsburghPA,241833.8,180,107,0,29561.5
Oct,2018,PittsburghPA,224499.5,260,114,0,29838.5
Nov,2018,PittsburghPA,209589.75,248,104,0,30454
Dec,2018,PittsburghPA,197104.8,111,119,0,29361
Jan,2019,PittsburghPA,194612.5,84,113,0,31307
Feb,2019,PittsburghPA,197180.25,97,114,0,29335
Mar,2019,PittsburghPA,235237.6,193,123,0,32974.5
Apr,2019,PittsburghPA,282968.75,211,116,0,33383
May,2019,PittsburghPA,358372,314,115,0,38988
June,2019,PittsburghPA,325967.4,552,112,0,44794
July,2019,PittsburghPA,265584.75,342,114,0,33316
Aug,2019,PittsburghPA,249807.75,390,113,0,14522.5
Sep,2019,PittsburghPA,293705.4,648,107,0,30106.5
Oct,2019,PittsburghPA,286687.25,1047,116,0,19444.5
Nov,2019,PittsburghPA,251411.5,299,111,0,31083
Dec,2019,PittsburghPA,233984.8,311,109,0,32135.5
Jan,2020,PittsburghPA,216894,128,111,0,27377.1115
Feb,2020,PittsburghPA,230603,299,105,0,32187.5868
Mar,2020,PittsburghPA,265638.2,411,98,0,28236.6632
Jan,2018,PortlandME,86067,0,1,0,82
Feb,2018,PortlandME,69045.5,0,2,0,346
Mar,2018,PortlandME,67575.25,1,1,0,612
Apr,2018,PortlandME,96021,2,1,0,719.5
May,2018,PortlandME,117593.75,8,2,0,581.5
June,2018,PortlandME,130171.75,3,1,0,433
July,2018,PortlandME,106199.2,8,1,0,297
Aug,2018,PortlandME,83491.5,10,1,0,376.5
Sep,2018,PortlandME,95228.4,10,1,0,520
Oct,2018,PortlandME,89406,11,3,0,772
Nov,2018,PortlandME,83153.5,9,1,0,448
Dec,2018,PortlandME,70799,8,1,0,955.5
Jan,2019,PortlandME,72049,9,2,0,330.5
Feb,2019,PortlandME,66928,5,1,0,348.5
Mar,2019,PortlandME,80314,13,1,0,745.5
Apr,2019,PortlandME,84984.75,9,1,0,709.5
May,2019,PortlandME,107315.75,10,1,0,883.5
June,2019,PortlandME,100332.8,33,1,0,463.5
July,2019,PortlandME,88173.25,19,2,0,328
Aug,2019,PortlandME,75336.5,19,1,0,430.5
Sep,2019,PortlandME,83123.4,31,1,0,425
Oct,2019,PortlandME,70761.5,47,1,0,376.5
Nov,2019,PortlandME,59742.25,8,1,0,335.5
Dec,2019,PortlandME,53867.6,13,2,0,215
Jan,2020,PortlandME,50598,10,3,0,461.2593
Feb,2020,PortlandME,52417.5,18,4,0,364.3092
Mar,2020,PortlandME,64958.8,23,5,0,168.2557
Jan,2018,PortlandOR,78453.75,1,58,0,9440.5
Feb,2018,PortlandOR,83556.5,6,52,0,8822
Mar,2018,PortlandOR,104948.25,55,64,0,11622
Apr,2018,PortlandOR,147679.6,92,66,0,11574
May,2018,PortlandOR,197189.5,65,71,0,11508
June,2018,PortlandOR,222938.25,68,72,0,10910
July,2018,PortlandOR,145387.2,82,71,0,11980
Aug,2018,PortlandOR,109692.25,131,63,0,10613
Sep,2018,PortlandOR,125722.2,243,58,0,9693.5
Oct,2018,PortlandOR,100137.25,358,70,0,11923.5
Nov,2018,PortlandOR,95060.25,366,67,0,8314.5
Dec,2018,PortlandOR,92327.2,177,72,0,9794.5
Jan,2019,PortlandOR,88751.75,111,65,0,10533
Feb,2019,PortlandOR,85634.25,190,63,0,10103.5
Mar,2019,PortlandOR,104043,303,72,0,10772.5
Apr,2019,PortlandOR,138498.75,368,66,0,10850.5
May,2019,PortlandOR,216919.25,570,61,0,12129.5
June,2019,PortlandOR,210642.4,933,72,0,10583.5
July,2019,PortlandOR,151907,388,63,0,11676
Aug,2019,PortlandOR,123678,465,63,0,10788.5
Sep,2019,PortlandOR,114567.6,722,66,0,10322
Oct,2019,PortlandOR,103232.5,1052,72,0,10851
Nov,2019,PortlandOR,90138.25,418,67,0,10940.5
Dec,2019,PortlandOR,83510,556,66,0,9033
Jan,2020,PortlandOR,81746.5,154,102,0,12499.9856
Feb,2020,PortlandOR,91778.25,449,79,0,12229.4872
Mar,2020,PortlandOR,142775.8,858,80,0,10241.0851
Jan,2018,ProvidenceRI,97838.5,0,6,0,10162.5
Feb,2018,ProvidenceRI,98436.25,0,6,0,8901
Mar,2018,ProvidenceRI,104226,3,7,0,13040
Apr,2018,ProvidenceRI,143660.4,6,8,0,14675.5
May,2018,ProvidenceRI,199582.75,9,8,0,14657.5
June,2018,ProvidenceRI,182768.75,8,9,0,12886
July,2018,ProvidenceRI,134862,10,8,0,11842.5
Aug,2018,ProvidenceRI,125227.75,15,8,0,17046.5
Sep,2018,ProvidenceRI,139472.2,20,10,0,15769.5
Oct,2018,ProvidenceRI,124450.5,33,8,0,14628
Nov,2018,ProvidenceRI,118503.75,28,9,0,14295.5
Dec,2018,ProvidenceRI,108835,31,8,0,14798.5
Jan,2019,ProvidenceRI,96268,9,7,0,15536
Feb,2019,ProvidenceRI,95818.5,18,8,0,13143.5
Mar,2019,ProvidenceRI,112113.6,58,9,0,15075
Apr,2019,ProvidenceRI,154572.75,71,9,0,20661.5
May,2019,ProvidenceRI,188363.5,141,9,0,18420.5
June,2019,ProvidenceRI,179911.2,151,7,0,16646
July,2019,ProvidenceRI,112117.75,45,9,0,16103
Aug,2019,ProvidenceRI,92446,72,10,0,16959.5
Sep,2019,ProvidenceRI,102644.4,165,9,0,15469.5
Oct,2019,ProvidenceRI,81659,323,9,0,15903.5
Nov,2019,ProvidenceRI,77642.75,105,7,0,15473.5
Dec,2019,ProvidenceRI,68388.6,42,9,0,16688
Jan,2020,ProvidenceRI,65613,33,10,0,14386.8524
Feb,2020,ProvidenceRI,64904.25,68,10,0,13410.9898
Mar,2020,ProvidenceRI,82084,61,8,0,15365.7823
Jan,2018,RaleighNC,70733.5,0,59,0,16291.5
