Month,Year,CityState,AffectedPop,UV,Drs,NumReps,Revenue
Jan,2018,AlbanyNY,84622,0,18,0,3140.5
Feb,2018,AlbanyNY,80329.5,0,15,0,2874
Mar,2018,AlbanyNY,85415.25,3,17,0,3424.5
Apr,2018,AlbanyNY,109385.2,11,20,0,5932.5
May,2018,AlbanyNY,138289.5,13,18,0,4483
June,2018,AlbanyNY,138354.25,13,19,0,4780.5
July,2018,AlbanyNY,108048.2,16,15,0,4554.5
Aug,2018,AlbanyNY,92329.5,18,18,0,4829.5
Sep,2018,AlbanyNY,100063.4,47,19,0,4120.5
Oct,2018,AlbanyNY,94214.25,62,22,0,5810.5
Nov,2018,AlbanyNY,96857.75,41,21,0,4003.5
Dec,2018,AlbanyNY,83774,24,16,0,3747
Jan,2019,AlbanyNY,84176,21,14,0,2885.5
Feb,2019,AlbanyNY,82562,19,23,0,4668
Mar,2019,AlbanyNY,95809.2,45,20,0,3319.5
Apr,2019,AlbanyNY,115137.75,57,15,0,4178.5
May,2019,AlbanyNY,152394.25,109,18,0,4666.5
June,2019,AlbanyNY,168480.4,107,21,0,4302.5
July,2019,AlbanyNY,129056,58,23,0,3453.5
Aug,2019,AlbanyNY,120185,75,22,0,4396
Sep,2019,AlbanyNY,119434,164,19,0,3021
Oct,2019,AlbanyNY,109975.75,218,16,0,3118.5
Nov,2019,AlbanyNY,101386.25,74,16,0,2510.5
Dec,2019,AlbanyNY,84205,92,18,0,2820
Jan,2020,AlbanyNY,79734,20,23,0,3827.2685
Feb,2020,AlbanyNY,83982.25,70,19,0,2911.0101
Mar,2020,AlbanyNY,95618.6,102,18,0,2606.7942
Jan,2018,AlbuquerqueNM,77569.75,1,21,0,9330.5
Feb,2018,AlbuquerqueNM,84267,0,28,0,9694
Mar,2018,AlbuquerqueNM,112513.75,23,20,0,9994
Apr,2018,AlbuquerqueNM,139189.6,37,22,0,8927
May,2018,AlbuquerqueNM,124386.5,41,26,0,9663.5
June,2018,AlbuquerqueNM,96055.25,24,23,0,6852.5
July,2018,AlbuquerqueNM,71905.8,34,23,0,5530.5
Aug,2018,AlbuquerqueNM,70761.5,67,22,0,8522.5
Sep,2018,AlbuquerqueNM,90394.6,134,27,0,4357
Oct,2018,AlbuquerqueNM,78826.25,156,24,0,6219
Nov,2018,AlbuquerqueNM,79337.75,154,21,0,3941.5
Dec,2018,AlbuquerqueNM,71240.4,97,22,0,4154.5
Jan,2019,AlbuquerqueNM,58933.5,39,23,0,4133
Feb,2019,AlbuquerqueNM,63449,85,15,0,7364.5
Mar,2019,AlbuquerqueNM,88735,140,25,0,6547
Apr,2019,AlbuquerqueNM,119556.75,112,19,0,7818
May,2019,AlbuquerqueNM,98219.5,161,24,0,6832
June,2019,AlbuquerqueNM,71006.8,255,21,0,7871.5
July,2019,AlbuquerqueNM,65021.25,154,27,0,8615
Aug,2019,AlbuquerqueNM,54369.25,220,25,0,4879
Sep,2019,AlbuquerqueNM,73379,339,25,0,7366.5
Oct,2019,AlbuquerqueNM,63524.25,452,22,0,7410.5
Nov,2019,AlbuquerqueNM,63870.25,161,23,0,4495
Dec,2019,AlbuquerqueNM,52354.8,137,23,0,5916.5
Jan,2020,AlbuquerqueNM,50694.75,135,27,0,5443.8959
Feb,2020,AlbuquerqueNM,60309.25,218,23,0,5707.374
Mar,2020,AlbuquerqueNM,81589.6,340,27,0,5026.3005
Jan,2018,AtlantaGA,203678.75,8,138,4,40346
Feb,2018,AtlantaGA,206583,5,143,4,41764.5
Mar,2018,AtlantaGA,298941.5,140,159,4,54539
Apr,2018,AtlantaGA,431734.6,454,150,4,65656
May,2018,AtlantaGA,385225.5,429,137,4,52715.5
June,2018,AtlantaGA,264407.25,303,144,4,56968
July,2018,AtlantaGA,214890.2,486,130,4,52462.5
Aug,2018,AtlantaGA,227521,783,139,4,60815.5
Sep,2018,AtlantaGA,260360.4,1673,151,4,53028
Oct,2018,AtlantaGA,245985.75,2484,136,4,60527.5
Nov,2018,AtlantaGA,245516.5,2084,141,4,53657.5
Dec,2018,AtlantaGA,210602.2,1264,136,4,55503.5
Jan,2019,AtlantaGA,198661,706,135,4,60438
Feb,2019,AtlantaGA,220768.5,1013,150,4,62397
Mar,2019,AtlantaGA,284752.6,2269,153,4,61987
Apr,2019,AtlantaGA,384563.75,1630,158,4,72073.5
May,2019,AtlantaGA,323275.5,2220,152,4,59672
June,2019,AtlantaGA,228601.8,3377,147,4,57185.5
July,2019,AtlantaGA,194123.25,2016,143,4,65034.5
Aug,2019,AtlantaGA,218620,2125,143,4,71065
Sep,2019,AtlantaGA,261079.2,4146,149,4,69150
Oct,2019,AtlantaGA,231409.25,4838,149,4,66935.5
Nov,2019,AtlantaGA,219392.5,1630,140,4,54664.5
Dec,2019,AtlantaGA,207965.8,1429,138,4,48740
Jan,2020,AtlantaGA,169831.25,1844,150,4,55594.5997
Feb,2020,AtlantaGA,193439.25,2247,134,4,62035.7886
Mar,2020,AtlantaGA,251845.6,4049,147,4,52056.3026
Jan,2018,AustinTX,162357.25,0,148,0,51596.5
Feb,2018,AustinTX,173557.25,2,148,0,57247
Mar,2018,AustinTX,149705.75,30,163,0,68152.5
Apr,2018,AustinTX,189677.6,74,143,0,70575
May,2018,AustinTX,164971.75,48,154,0,66949.5
June,2018,AustinTX,130445.25,32,156,0,61366
July,2018,AustinTX,115231.6,59,141,0,57319.5
Aug,2018,AustinTX,103435.5,96,157,0,66810
Sep,2018,AustinTX,130635.4,171,155,0,50308
Oct,2018,AustinTX,129049.25,257,159,0,61881.5
Nov,2018,AustinTX,122482.25,214,146,0,58014
Dec,2018,AustinTX,131489.6,139,148,0,51015
Jan,2019,AustinTX,161593.25,64,147,0,59981
Feb,2019,AustinTX,122577.75,101,140,0,65094.5
Mar,2019,AustinTX,129271.6,206,153,0,70879
Apr,2019,AustinTX,166112.75,167,150,0,71757
May,2019,AustinTX,147029,231,143,0,70154
June,2019,AustinTX,120424.2,557,148,0,62942
July,2019,AustinTX,105135.25,279,163,0,68115
Aug,2019,AustinTX,109762.5,383,172,0,74210
Sep,2019,AustinTX,150447.2,759,163,0,60478.5
Oct,2019,AustinTX,146292.75,885,165,0,66418
Nov,2019,AustinTX,141103.75,232,163,0,59969.5
Dec,2019,AustinTX,140663.2,303,150,0,54648.5
Jan,2020,AustinTX,180549,304,154,0,68393.3534
Feb,2020,AustinTX,155197.5,375,162,0,64382.921
Mar,2020,AustinTX,159692.8,834,154,0,50800.3195
Jan,2018,BaltimoreMD,85137,1,118,2,20881
Feb,2018,BaltimoreMD,86751,0,119,2,22936.5
Mar,2018,BaltimoreMD,110146.75,22,128,2,27388.5
Apr,2018,BaltimoreMD,141451.4,52,129,2,26847.5
May,2018,BaltimoreMD,220421.5,32,117,2,32546
June,2018,BaltimoreMD,146505,20,110,2,26178.5
July,2018,BaltimoreMD,110187.2,31,115,2,24269.5
Aug,2018,BaltimoreMD,98817.25,47,133,2,25632.5
Sep,2018,BaltimoreMD,106262.8,139,121,2,25060
Oct,2018,BaltimoreMD,111162,201,129,2,26206
Nov,2018,BaltimoreMD,102240.75,221,112,2,24035
Dec,2018,BaltimoreMD,89631.2,94,111,2,22155.5
Jan,2019,BaltimoreMD,83333.5,69,118,2,22378
Feb,2019,BaltimoreMD,88676.5,71,118,2,22049
Mar,2019,BaltimoreMD,116303.8,100,128,2,24235.5
Apr,2019,BaltimoreMD,166863.5,185,123,2,23520
May,2019,BaltimoreMD,203927.5,270,132,2,28063
June,2019,BaltimoreMD,157532.4,263,120,2,23082
July,2019,BaltimoreMD,122835.25,188,124,2,20988
Aug,2019,BaltimoreMD,119334.75,306,122,2,23646
Sep,2019,BaltimoreMD,133727.4,483,100,2,20629
Oct,2019,BaltimoreMD,133888.5,406,119,2,19419
Nov,2019,BaltimoreMD,118830,132,104,2,16444.5
Dec,2019,BaltimoreMD,110629,124,103,2,16188.5
Jan,2020,BaltimoreMD,99491.5,52,107,2,18916.3885
Feb,2020,BaltimoreMD,107917.25,108,113,2,21136.9049
Mar,2020,BaltimoreMD,143067.4,273,114,2,19877.1353
Jan,2018,BangorME,17132,0,4,0,209.5
Feb,2018,BangorME,15055.75,0,4,0,495.5
Mar,2018,BangorME,18970.5,3,2,0,102.5
Apr,2018,BangorME,24742.8,4,5,0,531
May,2018,BangorME,26001,5,8,0,440.5
June,2018,BangorME,32946.5,0,3,0,262
July,2018,BangorME,21087,3,5,0,90.5
Aug,2018,BangorME,18860,7,6,0,341
Sep,2018,BangorME,19787.6,12,2,0,344.5
Oct,2018,BangorME,18654.25,17,4,0,612.5
Nov,2018,BangorME,15696.75,16,3,0,448
Dec,2018,BangorME,14411.2,9,3,0,136
Jan,2019,BangorME,13855.25,6,1,0,255
Feb,2019,BangorME,14684,6,2,0,380.5
Mar,2019,BangorME,17573.2,14,2,0,288.5
Apr,2019,BangorME,19362,10,2,0,113.5
May,2019,BangorME,22538.25,18,3,0,992.5
June,2019,BangorME,21146.4,28,3,0,122.5
July,2019,BangorME,19154.5,10,2,0,171.5
Aug,2019,BangorME,16898.75,27,2,0,535
Sep,2019,BangorME,17910.2,33,2,0,242.5
Oct,2019,BangorME,16415.5,46,2,0,152
Nov,2019,BangorME,13365,23,1,0,75
Dec,2019,BangorME,11662.6,13,2,0,112.5
Jan,2020,BangorME,11694.5,4,16,0,872.0061
Feb,2020,BangorME,11883.25,17,6,0,699.0001
Mar,2020,BangorME,14401.2,22,18,0,1257.4448
Jan,2018,BillingsMT,7050.75,0,6,0,1113.5
Feb,2018,BillingsMT,6436.75,0,5,0,770.5
Mar,2018,BillingsMT,7226.75,4,8,0,1622
Apr,2018,BillingsMT,8839.4,6,6,0,2251
May,2018,BillingsMT,12517,4,5,0,1182.5
June,2018,BillingsMT,13724.5,4,5,0,1771.5
July,2018,BillingsMT,11015,8,2,0,1350
Aug,2018,BillingsMT,9636.5,10,6,0,1824
Sep,2018,BillingsMT,10681.6,28,3,0,1041
Oct,2018,BillingsMT,9021.25,19,3,0,1565
Nov,2018,BillingsMT,8104.75,26,5,0,1500.5
Dec,2018,BillingsMT,7488.4,14,3,0,1540.5
Jan,2019,BillingsMT,6736.5,13,4,0,971
Feb,2019,BillingsMT,6950.75,10,6,0,1466
Mar,2019,BillingsMT,7813.8,25,6,0,1120
Apr,2019,BillingsMT,9798.25,22,4,0,921
May,2019,BillingsMT,13944.5,32,9,0,1992.5
June,2019,BillingsMT,12391.8,50,3,0,1303
July,2019,BillingsMT,12118.5,37,4,0,1277
Aug,2019,BillingsMT,11594.25,54,3,0,1359
Sep,2019,BillingsMT,11573.2,82,5,0,1662.5
Oct,2019,BillingsMT,9836.25,98,4,0,1941
Nov,2019,BillingsMT,8733.5,21,5,0,1856
Dec,2019,BillingsMT,7916.2,42,5,0,1687.5
Jan,2020,BillingsMT,7884.5,14,5,0,1413.8268
Feb,2020,BillingsMT,7815,28,8,0,1877.7191
Mar,2020,BillingsMT,9529,37,8,0,2111.9489
Jan,2018,BirminghamAL,66558,0,45,0,13988
Feb,2018,BirminghamAL,68323.75,0,39,0,20032.5
Mar,2018,BirminghamAL,85210.25,21,43,0,19099
Apr,2018,BirminghamAL,109574.4,49,37,0,16062
May,2018,BirminghamAL,102131,29,37,0,17209.5
June,2018,BirminghamAL,74866.75,23,40,0,15572
July,2018,BirminghamAL,68512.4,36,43,0,17125.5
Aug,2018,BirminghamAL,68180.75,56,35,0,18614.5
Sep,2018,BirminghamAL,77170.8,138,35,0,16378
Oct,2018,BirminghamAL,71148,171,28,0,16406.5
Nov,2018,BirminghamAL,69634.5,202,37,0,16710.5
Dec,2018,BirminghamAL,62389,74,31,0,18022.5
Jan,2019,BirminghamAL,58714.25,35,37,0,15875.5
Feb,2019,BirminghamAL,65372.5,68,31,0,15705.5
Mar,2019,BirminghamAL,69580.2,151,36,0,17408.5
Apr,2019,BirminghamAL,87891,148,39,0,20338
May,2019,BirminghamAL,78035,221,37,0,18747.5
June,2019,BirminghamAL,53014.6,268,33,0,19350.5
July,2019,BirminghamAL,44850,209,38,0,17321
Aug,2019,BirminghamAL,51937,283,44,0,22008.5
Sep,2019,BirminghamAL,63890.4,501,39,0,19437
Oct,2019,BirminghamAL,56787,637,35,0,19363
Nov,2019,BirminghamAL,54080.25,172,34,0,14708.5
Dec,2019,BirminghamAL,50538,142,35,0,15927
Jan,2020,BirminghamAL,45142.75,148,40,0,15655.3588
Feb,2020,BirminghamAL,50464.5,221,40,0,16790.3429
Mar,2020,BirminghamAL,60995.4,300,31,0,16973.921
Jan,2018,BoiseID,12916.25,0,13,0,690.5
Feb,2018,BoiseID,13549,1,11,0,627.5
Mar,2018,BoiseID,16610,9,13,0,989.5
Apr,2018,BoiseID,23243.4,21,11,0,952.5
May,2018,BoiseID,28897.5,16,16,0,872
June,2018,BoiseID,31349,14,13,0,627.5
July,2018,BoiseID,22366.2,25,11,0,770
Aug,2018,BoiseID,18725.5,28,12,0,1128.5
Sep,2018,BoiseID,19102.2,55,10,0,1090.5
Oct,2018,BoiseID,16909.25,64,14,0,1061
Nov,2018,BoiseID,14829.25,84,13,0,796.5
Dec,2018,BoiseID,14352.4,39,16,0,1362.5
Jan,2019,BoiseID,12626,17,17,0,1527.5
Feb,2019,BoiseID,13242.25,35,18,0,1518.5
Mar,2019,BoiseID,16932.8,58,14,0,1306
Apr,2019,BoiseID,22041,62,16,0,1388
May,2019,BoiseID,34539,89,16,0,1014.5
June,2019,BoiseID,29430.2,166,20,0,1280.5
July,2019,BoiseID,25077.25,81,14,0,1130.5
Aug,2019,BoiseID,21665,116,15,0,1256
Sep,2019,BoiseID,21663.4,190,17,0,1302
Oct,2019,BoiseID,19989.5,237,11,0,872.5
Nov,2019,BoiseID,18797.25,93,13,0,783.5
Dec,2019,BoiseID,19020.4,101,13,0,1295.5
Jan,2020,BoiseID,20190,24,15,0,1253.8442
Feb,2020,BoiseID,17707.25,109,15,0,1125.2419
Mar,2020,BoiseID,26787,192,19,0,1563.3603
Jan,2018,BostonMA,255669,2,29,0,13837.5
Feb,2018,BostonMA,245316.75,2,26,0,15897
Mar,2018,BostonMA,268850.25,23,22,0,15249.5
Apr,2018,BostonMA,409228.8,44,25,0,18164.5
May,2018,BostonMA,656896.25,56,23,0,19268.5
June,2018,BostonMA,600051.5,72,30,0,19319.5
July,2018,BostonMA,414760.8,72,32,0,17369.5
Aug,2018,BostonMA,374712.75,168,29,0,21369.5
Sep,2018,BostonMA,421176.2,330,27,0,17566
Oct,2018,BostonMA,368854.25,232,33,0,22358.5
Nov,2018,BostonMA,338897.5,216,26,0,19520.5
Dec,2018,BostonMA,291059.8,114,28,0,16772
Jan,2019,BostonMA,262193,63,26,1,18027.5
Feb,2019,BostonMA,264316.75,87,24,1,17723
Mar,2019,BostonMA,337585.4,155,30,1,22959.5
Apr,2019,BostonMA,483483.75,167,27,1,21599.5
May,2019,BostonMA,672392.75,286,28,1,23263.5
June,2019,BostonMA,742872.4,399,26,1,19338.5
July,2019,BostonMA,477219.5,267,27,1,18177
Aug,2019,BostonMA,374754,268,25,1,23683
Sep,2019,BostonMA,364654.2,404,29,1,20703.5
Oct,2019,BostonMA,315646,606,27,1,24511.5
Nov,2019,BostonMA,296291.25,177,31,1,23395.5
Dec,2019,BostonMA,267332.8,169,26,1,20189.5
Jan,2020,BostonMA,259282.5,95,37,1,20848.4151
Feb,2020,BostonMA,257287,139,37,1,20129.3452
Mar,2020,BostonMA,320100,225,33,1,15112.8205
Jan,2018,BuffaloNY,98957.5,1,28,0,5929.5
Feb,2018,BuffaloNY,96193,1,33,0,5370
Mar,2018,BuffaloNY,103690.75,14,27,0,5931
Apr,2018,BuffaloNY,125203.2,41,26,0,4917.5
May,2018,BuffaloNY,150686.25,35,35,0,8125.5
June,2018,BuffaloNY,148795.5,38,31,0,5618.5
July,2018,BuffaloNY,131292.8,47,28,0,5054
Aug,2018,BuffaloNY,108719.75,71,31,0,6153
Sep,2018,BuffaloNY,129770,136,27,0,4956.5
Oct,2018,BuffaloNY,116769.25,204,34,0,5747.5
Nov,2018,BuffaloNY,107758.75,179,33,0,6204
Dec,2018,BuffaloNY,95937,97,26,0,4195.5
Jan,2019,BuffaloNY,92992.5,63,30,0,4577.5
Feb,2019,BuffaloNY,95708.25,111,34,0,4581.5
Mar,2019,BuffaloNY,111761.6,179,35,0,5522
Apr,2019,BuffaloNY,128056.25,150,34,0,6180
May,2019,BuffaloNY,157894.25,269,34,0,6644
June,2019,BuffaloNY,180121.8,411,30,0,6771
July,2019,BuffaloNY,158518.25,236,31,0,5852
Aug,2019,BuffaloNY,137810.75,328,29,0,5095.5
Sep,2019,BuffaloNY,153624.2,416,27,0,5364.5
Oct,2019,BuffaloNY,144699,580,30,0,6495.5
Nov,2019,BuffaloNY,125509,214,31,0,5336
Dec,2019,BuffaloNY,118958.6,238,29,0,4423.5
Jan,2020,BuffaloNY,119020,121,27,0,5605.2408
Feb,2020,BuffaloNY,114309.25,215,36,0,6294.8169
Mar,2020,BuffaloNY,123383,317,29,0,5009.1858
Jan,2018,CasperWY,6101.5,0,2,0,942.5
Feb,2018,CasperWY,5282.5,0,3,0,500
Mar,2018,CasperWY,6086,1,4,0,814
Apr,2018,CasperWY,7653.6,3,4,0,1177.5
May,2018,CasperWY,9304.25,3,3,0,977.5
June,2018,CasperWY,9096.25,2,3,0,478.5
July,2018,CasperWY,8302.4,4,4,0,870
Aug,2018,CasperWY,7449,6,4,0,687
Sep,2018,CasperWY,8993.4,5,4,0,674.5
Oct,2018,CasperWY,7231.75,20,3,0,625
Nov,2018,CasperWY,6407.75,9,3,0,314
Dec,2018,CasperWY,5524.8,6,4,0,365.5
Jan,2019,CasperWY,5506,5,2,0,604
Feb,2019,CasperWY,5433.25,10,3,0,329
Mar,2019,CasperWY,6126.2,11,4,0,500
Apr,2019,CasperWY,7743.25,13,3,0,646.5
May,2019,CasperWY,9363.25,15,5,0,891
June,2019,CasperWY,8715.2,17,3,0,705.5
July,2019,CasperWY,9314.25,10,6,0,807
Aug,2019,CasperWY,7962.5,26,4,0,951.5
Sep,2019,CasperWY,8714.4,40,3,0,673.5
Oct,2019,CasperWY,7475.5,62,4,0,493.5
Nov,2019,CasperWY,6024,21,3,0,556
Dec,2019,CasperWY,5479,36,2,0,435.5
Jan,2020,CasperWY,5307,19,4,0,999.2581
Feb,2020,CasperWY,5590.25,13,4,0,347.0215
Mar,2020,CasperWY,7215.2,9,4,0,508.7097
Jan,2018,CharlestonSC,29586.25,1,28,1,8487.5
Feb,2018,CharlestonSC,36451,0,38,1,12840
Mar,2018,CharlestonSC,62822.5,4,42,1,21139
Apr,2018,CharlestonSC,63051.4,14,34,1,15360.5
May,2018,CharlestonSC,57070,8,33,1,15412.5
June,2018,CharlestonSC,50488.5,7,27,1,15022.5
July,2018,CharlestonSC,42523.4,6,39,1,13968
Aug,2018,CharlestonSC,40689,9,35,1,15072.5
Sep,2018,CharlestonSC,43387.8,18,36,1,11681.5
Oct,2018,CharlestonSC,45380.25,38,40,1,14438.5
Nov,2018,CharlestonSC,46006.25,27,33,1,13331.5
Dec,2018,CharlestonSC,40213.6,13,30,1,11679
Jan,2019,CharlestonSC,38983.75,8,35,1,14132
Feb,2019,CharlestonSC,46472.25,16,30,1,12646
Mar,2019,CharlestonSC,71916,21,35,1,15875.5
Apr,2019,CharlestonSC,70205.75,25,31,1,15205.5
May,2019,CharlestonSC,64061.5,43,34,1,14632.5
June,2019,CharlestonSC,52171.2,55,27,1,13791.5
July,2019,CharlestonSC,46742.75,35,25,1,12789.5
Aug,2019,CharlestonSC,47187,41,28,1,13578
Sep,2019,CharlestonSC,53761.2,84,24,1,9323
Oct,2019,CharlestonSC,50795.25,108,25,1,13347.5
Nov,2019,CharlestonSC,45665.5,39,25,1,13431
Dec,2019,CharlestonSC,39859.8,37,23,1,13357
Jan,2020,CharlestonSC,33518.75,36,24,1,16471.3993
Feb,2020,CharlestonSC,43965.5,49,23,1,18236.8734
Mar,2020,CharlestonSC,64799.8,88,30,1,17056.7952
Jan,2018,CharlestonWV,126702.5,0,5,0,1440.5
Feb,2018,CharlestonWV,117568.25,0,9,0,2163.5
Mar,2018,CharlestonWV,131035.5,2,9,0,1740.5
Apr,2018,CharlestonWV,158140.2,15,7,0,2613
May,2018,CharlestonWV,179436,18,8,0,2488.5
June,2018,CharlestonWV,149859.5,5,8,0,1758.5
July,2018,CharlestonWV,113585.6,11,6,0,1726.5
Aug,2018,CharlestonWV,114176,10,10,0,2852.5
Sep,2018,CharlestonWV,137054.8,34,11,0,3466.5
Oct,2018,CharlestonWV,130534.75,44,7,0,2808
Nov,2018,CharlestonWV,122217.75,48,8,0,2162.5
Dec,2018,CharlestonWV,105015.8,29,7,0,3052.5
Jan,2019,CharlestonWV,114752.75,12,7,0,2468
Feb,2019,CharlestonWV,102712.75,16,7,0,2486.5
Mar,2019,CharlestonWV,106939,30,9,0,3049
Apr,2019,CharlestonWV,126167.25,37,9,0,2966
May,2019,CharlestonWV,153650.75,59,12,0,3942.5
June,2019,CharlestonWV,132222.6,59,10,0,3385.5
July,2019,CharlestonWV,120273.75,47,7,0,2227.5
Aug,2019,CharlestonWV,116011.5,58,12,0,3810
Sep,2019,CharlestonWV,142527.4,107,6,0,2844
Oct,2019,CharlestonWV,134374.5,127,10,0,3394.5
Nov,2019,CharlestonWV,124269.5,43,9,0,2679.5
Dec,2019,CharlestonWV,110816,50,7,0,4152.5
Jan,2020,CharlestonWV,106310,12,11,0,6207.0093
Feb,2020,CharlestonWV,115553.25,57,8,0,7594.5378
Mar,2020,CharlestonWV,126008,53,10,0,5890.0942
Jan,2018,CharlotteNC,93308.75,2,115,1,29510
Feb,2018,CharlotteNC,94562.5,2,113,1,30733
Mar,2018,CharlotteNC,134702.25,32,120,1,40863
Apr,2018,CharlotteNC,185943.2,155,104,1,41110
May,2018,CharlotteNC,188438.5,94,125,1,38825
June,2018,CharlotteNC,133311.25,75,108,1,35710.5
July,2018,CharlotteNC,103623.6,127,102,1,36391
Aug,2018,CharlotteNC,100619,162,111,1,44967.5
Sep,2018,CharlotteNC,114596,346,111,1,37664.5
Oct,2018,CharlotteNC,112586.5,544,131,1,42988
Nov,2018,CharlotteNC,109321.25,583,117,1,37080
Dec,2018,CharlotteNC,94534.4,269,114,1,35341.5
Jan,2019,CharlotteNC,85244.5,189,124,1,40040
Feb,2019,CharlotteNC,103385.75,281,117,1,38507
Mar,2019,CharlotteNC,135273.4,525,124,1,44290
Apr,2019,CharlotteNC,184130.5,532,118,1,44143.5
May,2019,CharlotteNC,174078.75,744,115,1,44665
June,2019,CharlotteNC,136840,1148,129,1,41896
July,2019,CharlotteNC,115520,582,133,1,39266.5
Aug,2019,CharlotteNC,118803,960,131,1,47132.5
Sep,2019,CharlotteNC,140810.2,1426,135,1,41743
Oct,2019,CharlotteNC,136467.75,2059,133,1,42160
Nov,2019,CharlotteNC,116036.25,503,99,1,34832.5
Dec,2019,CharlotteNC,113162.2,486,91,1,29333.5
Jan,2020,CharlotteNC,101294,440,107,1,51923.1845
Feb,2020,CharlotteNC,109031.25,749,110,1,46736.5541
Mar,2020,CharlotteNC,154599,1409,101,1,39906.1345
Jan,2018,ChicagoIL,502635.5,5,258,2,68905.5
Feb,2018,ChicagoIL,472744.25,9,256,2,72899.5
Mar,2018,ChicagoIL,550930,131,282,2,91694
Apr,2018,ChicagoIL,692404.8,375,306,2,99417.5
May,2018,ChicagoIL,835419,350,311,2,105484.5
June,2018,ChicagoIL,780768,292,312,2,98598
July,2018,ChicagoIL,611533.4,377,284,2,91154.5
Aug,2018,ChicagoIL,567949.5,595,297,2,102521.5
Sep,2018,ChicagoIL,639673.6,1060,292,2,96605.5
Oct,2018,ChicagoIL,544273.25,1619,310,2,107022
Nov,2018,ChicagoIL,476059,1394,293,2,85540
Dec,2018,ChicagoIL,405319,704,267,2,74369.5
Jan,2019,ChicagoIL,388003.25,468,263,2,81304.5
Feb,2019,ChicagoIL,359014.75,656,283,2,80206
Mar,2019,ChicagoIL,455711.8,1049,273,2,90308
Apr,2019,ChicagoIL,582493.75,1068,297,2,98741
May,2019,ChicagoIL,703402.5,1646,273,2,103521.5
June,2019,ChicagoIL,625204.2,3062,283,2,108904.5
July,2019,ChicagoIL,513904.5,1626,265,2,97385
Aug,2019,ChicagoIL,506213.25,2481,293,2,119996
Sep,2019,ChicagoIL,625023,3762,289,2,110286.5
Oct,2019,ChicagoIL,539716.75,5045,298,2,120126.5
Nov,2019,ChicagoIL,506362.75,1494,266,2,88609.5
Dec,2019,ChicagoIL,462354.6,1508,266,2,79020.5
Jan,2020,ChicagoIL,465290,697,291,2,91670.0062
Feb,2020,ChicagoIL,436662.5,1910,290,2,94758.0636
Mar,2020,ChicagoIL,519655.8,2161,279,2,81950.1101
Jan,2018,CincinnatiOH,73331,1,56,0,15942.5
Feb,2018,CincinnatiOH,69878.25,11,46,0,13498
Mar,2018,CincinnatiOH,92540.5,31,56,0,16761
Apr,2018,CincinnatiOH,108303.2,58,60,0,15980
May,2018,CincinnatiOH,141727.5,77,67,0,20614.5
June,2018,CincinnatiOH,113917.5,47,51,0,13833.5
July,2018,CincinnatiOH,86016.4,61,45,0,15856.5
Aug,2018,CincinnatiOH,85023,77,48,0,19646
Sep,2018,CincinnatiOH,95388,178,53,0,17503.5
Oct,2018,CincinnatiOH,83867,232,59,0,17560.5
Nov,2018,CincinnatiOH,82676,227,56,0,17509
Dec,2018,CincinnatiOH,66686.2,124,53,0,15405
Jan,2019,CincinnatiOH,64654,89,52,0,16210.5
Feb,2019,CincinnatiOH,65044.75,99,55,0,17223.5
Mar,2019,CincinnatiOH,84907,198,56,0,17951.5
Apr,2019,CincinnatiOH,118076.25,220,55,0,15805.5
May,2019,CincinnatiOH,144420.75,285,58,0,19289.5
June,2019,CincinnatiOH,117454.6,480,56,0,18375.5
July,2019,CincinnatiOH,98076.75,266,56,0,17756.5
Aug,2019,CincinnatiOH,87236.5,356,58,0,21128.5
Sep,2019,CincinnatiOH,102996.8,550,56,0,16053
Oct,2019,CincinnatiOH,89031.75,776,56,0,16239
Nov,2019,CincinnatiOH,79235.25,261,52,0,13099.5
Dec,2019,CincinnatiOH,70974.4,263,43,0,14537
Jan,2020,CincinnatiOH,64337.5,94,66,0,17886.2665
Feb,2020,CincinnatiOH,68668.5,279,67,0,19497.1752
Mar,2020,CincinnatiOH,83253.2,297,56,0,12616.6235
Jan,2018,ClevelandOH,203197.25,7,26,0,8588.5
Feb,2018,ClevelandOH,200978.75,1,29,0,6757
Mar,2018,ClevelandOH,247130.5,30,29,0,9099.5
