Month,Year,CityState,AffectedPop,Drs,NumReps,Revenue,VisitsEngaged
Sep,2018,ColumbiaSC,62421,19,1,3984,8
Oct,2018,ColumbiaSC,60117,15,1,3740.5,16
Nov,2018,ColumbiaSC,61858,17,1,2773.5,1
Dec,2018,ColumbiaSC,51939.6,12,1,2196.5,4
Jan,2019,ColumbiaSC,49769.25,17,1,4188,6
Feb,2019,ColumbiaSC,58084.5,17,1,5017.5,2
Mar,2019,ColumbiaSC,86965,20,1,4668,2
Apr,2019,ColumbiaSC,97413.25,18,1,4665.5,5
May,2019,ColumbiaSC,79657.75,20,1,6005,2
June,2019,ColumbiaSC,62246.2,28,1,4481.5,1
July,2019,ColumbiaSC,58195.75,20,1,4151.5,2
Aug,2019,ColumbiaSC,62115.25,24,1,6087.5,11
Sep,2019,ColumbiaSC,76192,20,1,5330.5,21
Oct,2019,ColumbiaSC,65846.5,20,1,7875,28
Nov,2019,ColumbiaSC,58938.5,21,1,6101.5,2
Dec,2019,ColumbiaSC,54602.6,20,1,4261.5,8
Jan,2020,ColumbiaSC,46287.25,22,1,7231.1311,1
Feb,2020,ColumbiaSC,54094.5,20,1,6460.2203,19
Mar,2020,ColumbiaSC,83793.8,17,1,8034.3572,3
Mar,2018,ColumbusOH,155400.25,34,0,8391,3
Apr,2018,ColumbusOH,188811.8,42,0,11608,16
May,2018,ColumbusOH,241644,31,0,9689.5,22
June,2018,ColumbusOH,217993.25,43,0,9041,10
July,2018,ColumbusOH,170040.6,39,0,9670,7
Aug,2018,ColumbusOH,161818.5,45,0,12355.5,19
Sep,2018,ColumbusOH,174442.6,39,0,9477.5,64
Oct,2018,ColumbusOH,160842.5,46,0,9431,76
Nov,2018,ColumbusOH,144162.5,38,0,8038,41
Dec,2018,ColumbusOH,125331.2,38,0,7321,20
Jan,2019,ColumbusOH,124311.25,34,0,6406.5,10
Feb,2019,ColumbusOH,122619.75,36,0,7848,10
Mar,2019,ColumbusOH,154749.6,47,0,8540.5,11
Apr,2019,ColumbusOH,187544.75,41,0,8854,36
May,2019,ColumbusOH,237921,41,0,9935.5,54
June,2019,ColumbusOH,213880.6,36,0,10218,1
July,2019,ColumbusOH,180260.75,45,0,10106,30
Aug,2019,ColumbusOH,176430.5,37,0,9342,58
Sep,2019,ColumbusOH,193120.4,29,0,8535,71
Oct,2019,ColumbusOH,181674.5,43,0,8938,129
Nov,2019,ColumbusOH,160036.5,37,0,7503.5,49
Dec,2019,ColumbusOH,142381.6,34,0,6113.5,39
Jan,2020,ColumbusOH,130888.5,41,0,7208.9483,29
Feb,2020,ColumbusOH,134604,41,0,8440.708,40
Mar,2020,ColumbusOH,158558.6,38,0,7526.3556,1
May,2018,ConcordNH,3204,5,0,830.5,3
June,2018,ConcordNH,3010.75,4,0,240.5,1
July,2018,ConcordNH,2426,5,0,337,2
Aug,2018,ConcordNH,2055.5,5,0,678.5,2
Sep,2018,ConcordNH,2259.6,4,0,341.5,8
Oct,2018,ConcordNH,2240.25,6,0,508.5,3
Nov,2018,ConcordNH,1955.25,5,0,445.5,3
Dec,2018,ConcordNH,1793.8,5,0,197.5,5
Jan,2019,ConcordNH,1628.25,6,0,464,3
Feb,2019,ConcordNH,1857.25,7,0,529.5,4
Mar,2019,ConcordNH,2474.2,5,0,640.5,5
Apr,2019,ConcordNH,2451,5,0,478.5,11
May,2019,ConcordNH,2954.25,5,0,456,5
June,2019,ConcordNH,3168.8,3,0,391.5,1
July,2019,ConcordNH,2481,4,0,203,11
Aug,2019,ConcordNH,2203.25,7,0,283.5,1
Sep,2019,ConcordNH,2450.8,5,0,560.5,23
Oct,2019,ConcordNH,2408,6,0,626.5,19
Nov,2019,ConcordNH,2103.25,3,0,355.5,9
Dec,2019,ConcordNH,1957,3,0,299,16
Jan,2020,ConcordNH,1731,8,0,733.7011,5
Feb,2020,ConcordNH,2103,4,0,270.6007,3
Mar,2020,ConcordNH,2468.4,8,0,476.2304,1
Mar,2018,DallasTX,561545,182,3,60276,20
Apr,2018,DallasTX,721590.4,173,3,62049,60
May,2018,DallasTX,659861.25,184,3,67420.5,50
June,2018,DallasTX,528310.75,159,3,39479.5,35
July,2018,DallasTX,440231.4,152,3,42767.5,46
Aug,2018,DallasTX,422706.5,191,3,49337.5,54
Sep,2018,DallasTX,522740.4,170,3,52395.5,172
Oct,2018,DallasTX,509118.25,168,3,51410,283
Nov,2018,DallasTX,507750.25,174,3,50615.5,1
Dec,2018,DallasTX,462488.8,155,3,43072,62
Jan,2019,DallasTX,450625.25,165,3,49949,58
Feb,2019,DallasTX,475742.75,177,3,51396,69
Mar,2019,DallasTX,495484,175,3,54343.5,125
Apr,2019,DallasTX,612420,180,3,66808.5,164
May,2019,DallasTX,571498.5,181,3,66812.5,193
June,2019,DallasTX,455287.6,170,3,54308.5,254
July,2019,DallasTX,383362.5,169,3,51127.5,150
Aug,2019,DallasTX,403507,178,3,60932.5,195
Sep,2019,DallasTX,552623.8,165,3,60436,345
Oct,2019,DallasTX,558387.5,166,3,55423.5,1
Nov,2019,DallasTX,523698.5,164,3,43271,181
Dec,2019,DallasTX,486913.4,150,3,44119.5,190
Jan,2020,DallasTX,444396.25,170,3,49811.0677,220
Feb,2020,DallasTX,479246.5,162,3,54174.0321,508
Mar,2020,DallasTX,555727.2,160,3,46217.622,808
Mar,2018,DaytonOH,82576,20,0,2843.5,7
Apr,2018,DaytonOH,95076.4,23,0,3358.5,11
May,2018,DaytonOH,116121.75,20,0,3204.5,15
June,2018,DaytonOH,101034.5,22,0,3185,1
July,2018,DaytonOH,82689.2,16,0,2687,7
Aug,2018,DaytonOH,79576.75,15,0,2898.5,7
Sep,2018,DaytonOH,86401.8,23,0,3898.5,14
Oct,2018,DaytonOH,78318.75,21,0,3528.5,4
Nov,2018,DaytonOH,70226,23,0,3840,1
Dec,2018,DaytonOH,59869.8,23,0,4558,12
Jan,2019,DaytonOH,54552.75,19,0,3556.5,14
Feb,2019,DaytonOH,57227.25,23,0,3116.5,16
Mar,2019,DaytonOH,71984.8,20,0,3964,19
Apr,2019,DaytonOH,88041.5,27,0,3948.5,21
May,2019,DaytonOH,106785.25,25,0,5687,28
June,2019,DaytonOH,95216.6,19,0,4642,45
July,2019,DaytonOH,82829.75,21,0,3543.5,31
Aug,2019,DaytonOH,84460,24,0,4355.5,45
Sep,2019,DaytonOH,97391.4,25,0,4988,55
Oct,2019,DaytonOH,86192.25,23,0,4212,78
Nov,2019,DaytonOH,73312.25,17,0,3307,24
Dec,2019,DaytonOH,65455.8,23,0,3214.5,28
Jan,2020,DaytonOH,58930,23,0,4085.0874,27
Feb,2020,DaytonOH,59139.25,27,0,3869.3533,37
Mar,2020,DaytonOH,71778.2,25,0,3331.3188,46
Mar,2018,DenverCO,140384,73,0,11140.5,9
Apr,2018,DenverCO,194066.2,70,0,11953,29
May,2018,DenverCO,257712,70,0,14291,27
June,2018,DenverCO,258197,67,0,12582.5,29
July,2018,DenverCO,207828.4,57,0,11178,14
Aug,2018,DenverCO,184487,66,0,12895,44
Sep,2018,DenverCO,210942.6,61,0,13287.5,71
Oct,2018,DenverCO,167502,63,0,13895,124
Nov,2018,DenverCO,150065.5,58,0,11507,96
Dec,2018,DenverCO,134967.4,56,0,8517,51
Jan,2019,DenverCO,129412.75,56,0,9138.5,33
Feb,2019,DenverCO,123673.5,65,0,12535,45
Mar,2019,DenverCO,129485.2,60,0,10364.5,49
Apr,2019,DenverCO,189673.5,69,0,12794,62
May,2019,DenverCO,269616,73,0,15799.5,85
June,2019,DenverCO,241415.4,62,0,15512,148
July,2019,DenverCO,243471,63,0,14549.5,76
Aug,2019,DenverCO,208616.75,64,0,15624.5,125
Sep,2019,DenverCO,222366.6,60,0,12736,165
Oct,2019,DenverCO,172011.5,69,0,12564,244
Nov,2019,DenverCO,150951.25,60,0,10775.5,103
Dec,2019,DenverCO,126673,54,0,10423.5,94
Jan,2020,DenverCO,124931,62,0,8097.8318,82
Feb,2020,DenverCO,125000.5,64,0,7234.3801,95
Mar,2020,DenverCO,153900.6,59,0,10196.6234,141
Mar,2018,Des MoinesIA,44941.5,5,0,10270,1
Apr,2018,Des MoinesIA,60953,4,0,10690,4
May,2018,Des MoinesIA,79172,4,0,11648.5,7
June,2018,Des MoinesIA,74355,4,0,8623,4
July,2018,Des MoinesIA,58694.4,6,0,9029,1
Aug,2018,Des MoinesIA,57557,4,0,9862.5,12
Sep,2018,Des MoinesIA,63873,3,0,12996.5,17
Oct,2018,Des MoinesIA,56441.25,6,0,12497.5,31
Nov,2018,Des MoinesIA,48667.25,4,0,9375.5,14
Dec,2018,Des MoinesIA,44070.2,3,0,12747,2
Jan,2019,Des MoinesIA,43937.25,5,0,8900,3
Feb,2019,Des MoinesIA,39542.5,3,0,10844,3
Mar,2019,Des MoinesIA,47624,5,0,9037.5,8
Apr,2019,Des MoinesIA,70599.75,6,0,14429,14
May,2019,Des MoinesIA,79034.5,7,0,14086.5,18
June,2019,Des MoinesIA,73121.6,5,0,12888.5,33
July,2019,Des MoinesIA,58117,5,0,541.5,5
Aug,2019,Des MoinesIA,60556.75,3,0,247,19
Sep,2019,Des MoinesIA,71206.2,4,0,583,34
Oct,2019,Des MoinesIA,61848.5,5,0,352,63
Nov,2019,Des MoinesIA,51215.25,4,0,195.5,17
Dec,2019,Des MoinesIA,48092.8,5,0,256,25
Jan,2020,Des MoinesIA,40332,7,0,368.8887,24
Feb,2020,Des MoinesIA,41659.25,6,0,325.6666,20
Mar,2020,Des MoinesIA,51078,6,0,154.1104,54
Mar,2018,DetroitMI,254038,20,0,24693,12
Apr,2018,DetroitMI,301233.6,24,0,22471.5,18
May,2018,DetroitMI,346906.75,23,0,25409,30
June,2018,DetroitMI,339759.25,21,0,19690.5,16
July,2018,DetroitMI,271939.6,21,0,19581.5,5
Aug,2018,DetroitMI,239547.75,23,0,23562,13
Sep,2018,DetroitMI,280742.4,21,0,15416.5,71
Oct,2018,DetroitMI,268233.25,22,0,15885,2
Nov,2018,DetroitMI,251359,21,0,14700.5,86
Dec,2018,DetroitMI,220456.4,26,0,17988.5,39
Jan,2019,DetroitMI,208606.75,24,0,22959,22
Feb,2019,DetroitMI,191581.25,22,0,10526.5,22
Mar,2019,DetroitMI,246538.8,23,0,10782,44
Apr,2019,DetroitMI,273936.25,26,0,13064,44
May,2019,DetroitMI,338738.25,27,0,13780,91
June,2019,DetroitMI,340890,21,0,12112,80
July,2019,DetroitMI,300104,25,0,11676,67
Aug,2019,DetroitMI,259732.75,23,0,8445.5,74
Sep,2019,DetroitMI,305785,25,0,8683,74
Oct,2019,DetroitMI,314688.5,29,0,10607.5,98
Nov,2019,DetroitMI,271501.75,17,0,7954,40
Dec,2019,DetroitMI,266328.2,26,0,6009.5,52
Jan,2020,DetroitMI,257235,17,0,4754.1883,1
Feb,2020,DetroitMI,250175.5,21,0,7762.0863,68
Mar,2020,DetroitMI,277991,29,0,9638.9134,93
Mar,2018,El PasoTX,77631.5,131,0,62153.5,8
Apr,2018,El PasoTX,95456.2,137,0,69795,13
May,2018,El PasoTX,89813.75,136,0,55994.5,12
June,2018,El PasoTX,66453.5,127,0,45379.5,5
July,2018,El PasoTX,51150.6,125,0,40485,1
Aug,2018,El PasoTX,59318.5,136,0,47018.5,12
Sep,2018,El PasoTX,73670.2,128,0,39726.5,18
Oct,2018,El PasoTX,70546.75,131,0,49121.5,19
Nov,2018,El PasoTX,67928.75,118,0,38732.5,26
Dec,2018,El PasoTX,58357.2,113,0,39562,5
Jan,2019,El PasoTX,53661.25,121,0,44696.5,5
Feb,2019,El PasoTX,63251.75,126,0,51534.5,8
Mar,2019,El PasoTX,70797.8,127,0,46894,10
Apr,2019,El PasoTX,70876,139,0,53087,13
May,2019,El PasoTX,64433.5,126,0,49272.5,20
June,2019,El PasoTX,49229.6,139,0,47223,25
July,2019,El PasoTX,40638.5,135,0,43706,18
Aug,2019,El PasoTX,47231.25,145,0,44826,19
Sep,2019,El PasoTX,64428.2,124,0,38469.5,40
Oct,2019,El PasoTX,66574,132,0,46086.5,64
Nov,2019,El PasoTX,68839.25,120,0,37059.5,20
Dec,2019,El PasoTX,62002.4,127,0,35094,16
Jan,2020,El PasoTX,63777.5,127,0,38829.6611,18
Feb,2020,El PasoTX,64674,134,0,37540.9644,35
Mar,2020,El PasoTX,78153.6,135,0,46458.3393,54
Mar,2018,EriePA,37821.75,37,0,8337.5,1
Apr,2018,EriePA,41224.4,50,0,7828,1
May,2018,EriePA,48136.5,40,0,8372,4
June,2018,EriePA,46351.75,49,0,8123.5,1
July,2018,EriePA,39490.4,41,0,8054.5,3
Aug,2018,EriePA,32642.5,44,0,8963.5,2
Sep,2018,EriePA,38373.8,37,0,7040,9
Oct,2018,EriePA,34865,42,0,8799,15
Nov,2018,EriePA,31260.5,42,0,9272,7
Dec,2018,EriePA,26914.2,37,0,7767.5,3
Jan,2019,EriePA,26351.75,39,0,8864,1
Feb,2019,EriePA,29416.75,37,0,9533,4
Mar,2019,EriePA,33545.4,38,0,8741,2
Apr,2019,EriePA,36405.25,41,0,10964.5,3
May,2019,EriePA,43175,41,0,9956,13
June,2019,EriePA,44176,43,0,7659,14
July,2019,EriePA,34706.75,35,0,8340.5,6
Aug,2019,EriePA,32188,41,0,7794,7
Sep,2019,EriePA,37626.2,38,0,7949,10
Oct,2019,EriePA,37397.5,46,0,8748.5,36
Nov,2019,EriePA,32012.5,39,0,8678.5,17
Dec,2019,EriePA,27783,43,0,6853,10
Jan,2020,EriePA,27764,48,0,9909.7104,9
Feb,2020,EriePA,28616.75,43,0,12086.6062,6
Mar,2020,EriePA,32052.8,38,0,9605.735,19
Mar,2018,EugeneOR,16400.5,28,0,4849.5,2
Apr,2018,EugeneOR,20832.8,27,0,4920,4
May,2018,EugeneOR,24038.75,22,0,4939,1
June,2018,EugeneOR,30553.5,24,0,5309,3
July,2018,EugeneOR,19749.8,25,0,3558.5,2
Aug,2018,EugeneOR,17366,26,0,3663.5,3
Sep,2018,EugeneOR,17074.8,20,0,3671.5,11
Oct,2018,EugeneOR,16700.25,20,0,3513.5,17
Nov,2018,EugeneOR,15857,28,0,4269.5,14
Dec,2018,EugeneOR,14773.2,28,0,4248.5,10
Jan,2019,EugeneOR,14592.75,31,0,4773,5
Feb,2019,EugeneOR,15477.25,20,0,3595.5,6
Mar,2019,EugeneOR,13837.4,23,0,3230,6
Apr,2019,EugeneOR,16468.5,33,0,7573.5,9
May,2019,EugeneOR,22669,29,0,2951.5,20
June,2019,EugeneOR,21809.8,21,0,3657,29
July,2019,EugeneOR,14059.75,24,0,3475,13
Aug,2019,EugeneOR,11192.75,22,0,3609,13
Sep,2019,EugeneOR,11511.2,27,0,3349.5,17
Oct,2019,EugeneOR,10257,22,0,4610,38
Nov,2019,EugeneOR,9309.5,24,0,2814.5,12
Dec,2019,EugeneOR,7710.6,23,0,2259,13
Jan,2020,EugeneOR,7623.5,24,0,3339.2862,7
Feb,2020,EugeneOR,8303.25,27,0,3739.4358,17
Mar,2020,EugeneOR,14650.8,22,0,4306.8825,33
Mar,2018,FresnoCA,108203,103,2,30465.5,1
Apr,2018,FresnoCA,108384.8,105,2,26695,7
May,2018,FresnoCA,122891.75,113,2,34531.5,9
June,2018,FresnoCA,96088.5,108,2,28114,4
July,2018,FresnoCA,73520.8,94,2,27602.5,1
Aug,2018,FresnoCA,68582,99,2,27519.5,10
Sep,2018,FresnoCA,86816.8,103,2,25170,14
Oct,2018,FresnoCA,80049,110,2,30197.5,29
Nov,2018,FresnoCA,75203.75,100,2,25298.5,22
Dec,2018,FresnoCA,63548.4,95,2,21670,13
Jan,2019,FresnoCA,57238.5,102,2,31267,6
Feb,2019,FresnoCA,69939.25,94,2,28565.5,10
Mar,2019,FresnoCA,87071.6,109,2,35627,8
Apr,2019,FresnoCA,100293.25,108,2,34436,13
May,2019,FresnoCA,99019,114,2,40738,17
June,2019,FresnoCA,76754.6,108,2,29370,21
July,2019,FresnoCA,66340.5,109,2,31575,13
Aug,2019,FresnoCA,64007.5,114,2,36610,23
Sep,2019,FresnoCA,90704.4,109,2,31233,22
Oct,2019,FresnoCA,97561.25,107,2,32128.5,32
Nov,2019,FresnoCA,87796.75,99,2,27924.5,15
Dec,2019,FresnoCA,73617.2,85,2,20584,16
Jan,2020,FresnoCA,68438.5,95,2,27132.368,15
Feb,2020,FresnoCA,81418.25,93,2,29229.4357,19
Mar,2020,FresnoCA,100253.6,106,2,29129.3474,49
Mar,2018,Grand JunctionCO,3893.75,2,0,152,1
Apr,2018,Grand JunctionCO,6703.4,2,0,220.5,1
May,2018,Grand JunctionCO,6237.5,2,0,147.5,1
June,2018,Grand JunctionCO,4758.25,2,0,300.5,1
July,2018,Grand JunctionCO,4114.8,2,0,144.5,1
Aug,2018,Grand JunctionCO,3273,2,0,35.5,3
Sep,2018,Grand JunctionCO,4104.6,0,0,0,3
Oct,2018,Grand JunctionCO,3769.5,2,0,348.5,5
Nov,2018,Grand JunctionCO,3369,1,0,207,3
Dec,2018,Grand JunctionCO,3107.8,2,0,256,1
Jan,2019,Grand JunctionCO,2617,1,0,6,1
Feb,2019,Grand JunctionCO,3236,2,0,233,1
Mar,2019,Grand JunctionCO,4341.6,2,0,198.5,1
Apr,2019,Grand JunctionCO,7257.5,1,0,180,3
May,2019,Grand JunctionCO,7734.25,2,0,180.5,2
June,2019,Grand JunctionCO,5822.8,2,0,126.5,8
July,2019,Grand JunctionCO,5465.25,2,0,189.5,5
Aug,2019,Grand JunctionCO,4692,2,0,81,7
Sep,2019,Grand JunctionCO,5784.4,2,0,111,10
Oct,2019,Grand JunctionCO,5079.25,2,0,231.5,11
Nov,2019,Grand JunctionCO,4604.5,2,0,214,3
Dec,2019,Grand JunctionCO,3731.4,2,0,119.5,7
Jan,2020,Grand JunctionCO,3314,5,0,340.5806,2
Feb,2020,Grand JunctionCO,3702,5,0,443.6667,4
Mar,2020,Grand JunctionCO,5506,7,0,392.5159,9
Mar,2018,Grand RapidsMI,142644.25,6,0,1090,7
Apr,2018,Grand RapidsMI,175434.2,9,0,600,4
May,2018,Grand RapidsMI,215095.25,5,0,236,11
June,2018,Grand RapidsMI,229858,7,0,504.5,7
July,2018,Grand RapidsMI,166539.4,5,0,360.5,5
Aug,2018,Grand RapidsMI,149848.25,3,0,188,6
Sep,2018,Grand RapidsMI,173535,5,0,329.5,26
Oct,2018,Grand RapidsMI,149221.25,3,0,488,28
Nov,2018,Grand RapidsMI,132638.75,5,0,431.5,20
Dec,2018,Grand RapidsMI,122757.6,5,0,477,9
Jan,2019,Grand RapidsMI,117038,2,0,176.5,2
Feb,2019,Grand RapidsMI,107562,2,0,70.5,4
Mar,2019,Grand RapidsMI,139206,4,0,241,7
Apr,2019,Grand RapidsMI,175842.25,4,0,475,11
May,2019,Grand RapidsMI,218245.75,3,0,165,28
June,2019,Grand RapidsMI,226447,5,0,125,23
July,2019,Grand RapidsMI,186964.75,2,0,141,16
Aug,2019,Grand RapidsMI,168085,3,0,89.5,24
Sep,2019,Grand RapidsMI,194131.2,2,0,27,53
Oct,2019,Grand RapidsMI,180970,6,0,332,60
Nov,2019,Grand RapidsMI,157195,1,0,35,28
Dec,2019,Grand RapidsMI,140681,6,0,316,27
Jan,2020,Grand RapidsMI,131195.5,3,0,50.8689,30
Feb,2020,Grand RapidsMI,128353.25,5,0,398.6096,27
Mar,2020,Grand RapidsMI,145980.6,2,0,73.8856,32
Mar,2018,Great FallsMT,4638,2,0,2883,1
Apr,2018,Great FallsMT,6124.8,1,0,3000,3
May,2018,Great FallsMT,7528.5,2,0,5129,1
July,2018,Great FallsMT,7243.2,2,0,2627,1
Aug,2018,Great FallsMT,6100.25,2,0,2181.5,1
Sep,2018,Great FallsMT,5779.6,2,0,2581.5,1
Oct,2018,Great FallsMT,4872.25,2,0,1855.5,4
Nov,2018,Great FallsMT,4349.25,2,0,3455.5,2
Dec,2018,Great FallsMT,4188.8,2,0,4267.5,2
Jan,2019,Great FallsMT,4008.5,2,0,3502.5,4
Feb,2019,Great FallsMT,4167.25,1,0,2406,2
Mar,2019,Great FallsMT,4804,1,0,3420,1
Apr,2019,Great FallsMT,6877,1,0,3801,1
May,2019,Great FallsMT,8288.5,1,0,4767,6
June,2019,Great FallsMT,8250,1,0,2811,1
July,2019,Great FallsMT,6866.5,1,0,4557,2
Aug,2019,Great FallsMT,6104.75,1,0,4158,3
Sep,2019,Great FallsMT,6072.8,1,0,3981,2
Oct,2019,Great FallsMT,5338.25,1,0,5727,4
Nov,2019,Great FallsMT,4610.5,1,0,4194,2
Dec,2019,Great FallsMT,4316,1,0,4266,8
Jan,2020,Great FallsMT,3865.5,1,0,5118,1
Feb,2020,Great FallsMT,4094.25,1,0,5799,4
Mar,2020,Great FallsMT,5112.6,1,0,4251,7
Mar,2018,Green BayWI,45435.75,2,0,1598,1
Apr,2018,Green BayWI,51626.8,1,0,1041,2
May,2018,Green BayWI,67487.5,3,0,1208,3
June,2018,Green BayWI,74520.75,2,0,2054,2
July,2018,Green BayWI,62971.2,2,0,1982,1
Aug,2018,Green BayWI,55699.25,2,0,1976,3
Sep,2018,Green BayWI,62994,2,0,2129.5,7
Oct,2018,Green BayWI,55518,2,0,1397.5,8
Nov,2018,Green BayWI,47254,2,0,1469,5
Dec,2018,Green BayWI,42529.4,2,0,1501.5,3
Jan,2019,Green BayWI,38944.5,1,0,786,2
Feb,2019,Green BayWI,37031.75,2,0,1050,3
Mar,2019,Green BayWI,44237.6,2,0,1965.5,2
Apr,2019,Green BayWI,53591,3,0,2334,6
May,2019,Green BayWI,67433.75,2,0,2589,5
June,2019,Green BayWI,70858.2,1,0,2475,18
July,2019,Green BayWI,61205.75,2,0,1505.5,4
Aug,2019,Green BayWI,55302.75,1,0,2193,13
Sep,2019,Green BayWI,60402.4,2,0,2157.5,3
Oct,2019,Green BayWI,52130.75,2,0,1622.5,16
Nov,2019,Green BayWI,46798,2,0,1271.5,8
Dec,2019,Green BayWI,42535.2,2,0,1082.5,11
Jan,2020,Green BayWI,40053,2,0,3375.1092,4
Feb,2020,Green BayWI,38734.5,2,0,1808.7109,7
Mar,2020,Green BayWI,47173.6,2,0,1074.6874,16
Mar,2018,GreensboroNC,71709,64,1,15504,4
Apr,2018,GreensboroNC,102454.4,68,1,13638.5,9
May,2018,GreensboroNC,118756.75,54,1,15694.5,10
June,2018,GreensboroNC,78479.5,61,1,13922,2
July,2018,GreensboroNC,61773.4,59,1,13312.5,4
Aug,2018,GreensboroNC,56237.5,68,1,15382.5,3
Sep,2018,GreensboroNC,64399.4,52,1,12052,20
Oct,2018,GreensboroNC,63008.75,48,1,11699,23
Nov,2018,GreensboroNC,59638.5,50,1,10749,21
Dec,2018,GreensboroNC,50762.2,44,1,10918.5,2
Jan,2019,GreensboroNC,48055.75,51,1,15278.5,5
Feb,2019,GreensboroNC,59241.75,41,1,13541,3
Mar,2019,GreensboroNC,76351.4,44,1,16545.5,7
Apr,2019,GreensboroNC,110824.75,36,1,13950,13
May,2019,GreensboroNC,116892.25,42,1,18496,18
June,2019,GreensboroNC,86460,45,1,15880.5,21
July,2019,GreensboroNC,69490.75,39,1,13616.5,16
Aug,2019,GreensboroNC,62214.5,44,1,11444.5,19
Sep,2019,GreensboroNC,74921.4,50,1,15765.5,22
Oct,2019,GreensboroNC,75155.25,42,1,12185.5,53
Nov,2019,GreensboroNC,64873.5,30,1,9259.5,14
Dec,2019,GreensboroNC,62439.2,24,1,5582,16
Jan,2020,GreensboroNC,58822.25,36,1,9780.6457,10
Feb,2020,GreensboroNC,61698.5,28,1,9914.9233,21
Mar,2020,GreensboroNC,87571.2,29,1,9249.5352,32
Mar,2018,HarrisburgPA,74503.25,7,0,4408,1
Apr,2018,HarrisburgPA,89754,14,0,4580,1
May,2018,HarrisburgPA,127896.5,10,0,4559,6
June,2018,HarrisburgPA,105105,12,0,4871.5,2
July,2018,HarrisburgPA,78017.8,12,0,5143,1
Aug,2018,HarrisburgPA,69966.25,10,0,5408.5,3
Sep,2018,HarrisburgPA,74286.2,10,0,5074.5,3
Oct,2018,HarrisburgPA,72069.5,8,0,6232,13
Nov,2018,HarrisburgPA,64557.5,14,0,4269.5,4
Dec,2018,HarrisburgPA,60674,12,0,4055.5,4
Jan,2019,HarrisburgPA,60115.25,12,0,4635,5
Feb,2019,HarrisburgPA,60407.75,12,0,3880,3
Mar,2019,HarrisburgPA,75961.6,9,0,4667,6
Apr,2019,HarrisburgPA,103814.75,13,0,4574.5,4
May,2019,HarrisburgPA,130901.25,7,0,6450,9
June,2019,HarrisburgPA,108223.6,10,0,4407.5,9
July,2019,HarrisburgPA,89338,9,0,5704.5,4
Aug,2019,HarrisburgPA,85690,13,0,4845.5,10
Sep,2019,HarrisburgPA,98310.8,10,0,5358.5,16
Oct,2019,HarrisburgPA,94067,12,0,4232,22
Nov,2019,HarrisburgPA,81272.75,8,0,4561.5,10
Dec,2019,HarrisburgPA,75259.8,11,0,4689.5,6
Jan,2020,HarrisburgPA,74666,8,0,4480.3333,7
Feb,2020,HarrisburgPA,76787.5,8,0,4027.5851,14
Mar,2020,HarrisburgPA,90105.4,12,0,5617.0759,26
Mar,2018,HoustonTX,466131.5,474,2,199910.5,40
Apr,2018,HoustonTX,553858.8,445,2,160528,77
May,2018,HoustonTX,468313.5,451,2,172914.5,88
June,2018,HoustonTX,373237.25,439,2,143912,41
July,2018,HoustonTX,319264.8,444,2,138222,30
Aug,2018,HoustonTX,312506.5,455,2,167261.5,67
Sep,2018,HoustonTX,385531.6,437,2,150577,150
Oct,2018,HoustonTX,392048,457,2,164873.5,309
Nov,2018,HoustonTX,370772.5,421,2,140721,238
Dec,2018,HoustonTX,351406.4,401,2,130654.5,68
Jan,2019,HoustonTX,324550.75,408,2,153892.5,49
Feb,2019,HoustonTX,359840,438,2,158799.5,104
Mar,2019,HoustonTX,460943,452,2,189257,150
Apr,2019,HoustonTX,508494.5,472,2,201356,121
May,2019,HoustonTX,438478.75,483,2,210758.5,166
June,2019,HoustonTX,366848.8,449,2,178513.5,283
July,2019,HoustonTX,324086.5,463,2,167076,154
Aug,2019,HoustonTX,348863.75,470,2,183551,229
Sep,2019,HoustonTX,460038.6,447,2,148479.5,301
Oct,2019,HoustonTX,454779.5,467,2,174229.5,571
Nov,2019,HoustonTX,448014.5,414,2,136036.5,214
Dec,2019,HoustonTX,411483.8,414,2,131085.5,168
Jan,2020,HoustonTX,381801,440,2,161084.275,182
Feb,2020,HoustonTX,430713,471,2,171719.6531,693
Mar,2020,HoustonTX,565686.8,462,2,156482.3706,1473
Mar,2018,IndianapolisIN,107331,21,0,6222,6
Apr,2018,IndianapolisIN,128417,21,0,6577.5,28
May,2018,IndianapolisIN,175528.75,17,0,5763.5,29
June,2018,IndianapolisIN,151378.5,24,0,5870,32
July,2018,IndianapolisIN,112747.6,20,0,4734.5,26
Aug,2018,IndianapolisIN,114783,24,0,6725,58
Sep,2018,IndianapolisIN,116458.2,28,0,4606.5,70
Oct,2018,IndianapolisIN,107821,17,0,5593,129
Nov,2018,IndianapolisIN,96679,20,0,4654,122
Dec,2018,IndianapolisIN,83232.4,18,0,4861.5,24
Jan,2019,IndianapolisIN,75642,19,0,6256.5,16
Feb,2019,IndianapolisIN,74107,29,0,4893.5,23
Mar,2019,IndianapolisIN,86548.8,18,0,5837.5,39
Apr,2019,IndianapolisIN,109289.25,14,0,6300.5,35
May,2019,IndianapolisIN,139095.25,20,0,5263,67
June,2019,IndianapolisIN,114999.6,23,0,5692.5,103
July,2019,IndianapolisIN,95062,24,0,4678.5,52
Aug,2019,IndianapolisIN,102538.25,22,0,3232,78
Sep,2019,IndianapolisIN,125975.8,25,0,3624,94
Oct,2019,IndianapolisIN,112697,25,0,4236,169
