Month,Year,CityState,AffectedPop,Drs,NumReps,Revenue,VisitsEngaged
Sep,2019,ShreveportLA,80671.8,16,1,10505.5,9
Oct,2019,ShreveportLA,72413.25,17,1,12819,22
Nov,2019,ShreveportLA,71000.25,16,1,12453.5,9
Dec,2019,ShreveportLA,62732.2,14,1,9831,5
Jan,2020,ShreveportLA,59762.75,18,1,13065.1892,3
Feb,2020,ShreveportLA,63349,18,1,11609.0288,17
Mar,2020,ShreveportLA,77746.4,21,1,10043.008,19
Mar,2018,Sioux FallsSD,17750.5,11,0,1450.5,1
Apr,2018,Sioux FallsSD,22152.2,10,0,1992,1
May,2018,Sioux FallsSD,28187.25,11,0,1309.5,3
June,2018,Sioux FallsSD,26953.25,11,0,1717.5,1
July,2018,Sioux FallsSD,23140,9,0,1500,6
Aug,2018,Sioux FallsSD,23042.25,11,0,1860.5,4
Sep,2018,Sioux FallsSD,25494.8,8,0,995.5,7
Oct,2018,Sioux FallsSD,20657.75,10,0,899,10
Nov,2018,Sioux FallsSD,17475.25,7,0,1190.5,7
Dec,2018,Sioux FallsSD,16339.4,10,0,2044,8
Jan,2019,Sioux FallsSD,15344.25,9,0,1455.5,6
Feb,2019,Sioux FallsSD,14574,10,0,973.5,4
Mar,2019,Sioux FallsSD,15994,13,0,2342.5,8
Apr,2019,Sioux FallsSD,20167.5,9,0,1387,7
May,2019,Sioux FallsSD,23347.75,9,0,1978,13
June,2019,Sioux FallsSD,24811.8,12,0,1538,21
July,2019,Sioux FallsSD,23116.75,11,0,1717.5,12
Aug,2019,Sioux FallsSD,24428.5,13,0,1951.5,12
Sep,2019,Sioux FallsSD,28672.4,12,0,1781.5,26
Oct,2019,Sioux FallsSD,23742,10,0,1274,23
Nov,2019,Sioux FallsSD,20567.75,6,0,977,16
Dec,2019,Sioux FallsSD,18754.2,10,0,1645,10
Jan,2020,Sioux FallsSD,17339,20,0,1697.5122,16
Feb,2020,Sioux FallsSD,15028.5,11,0,1208.4145,14
Mar,2020,Sioux FallsSD,18816.4,13,0,1631.5974,15
Apr,2018,South BendIN,75294.4,3,0,93.5,1
May,2018,South BendIN,99112,3,0,80.5,1
June,2018,South BendIN,106149,0,0,0,3
July,2018,South BendIN,76650.4,3,0,141.5,1
Aug,2018,South BendIN,73968.5,0,0,0,3
Sep,2018,South BendIN,82680.4,2,0,138.5,2
Oct,2018,South BendIN,70582,2,0,23,2
Nov,2018,South BendIN,62453.5,0,0,0,2
Dec,2018,South BendIN,55365.8,1,0,27,2
Jan,2019,South BendIN,50664.25,42,0,0,1
Feb,2019,South BendIN,50204.5,1,0,112,3
Mar,2019,South BendIN,62760,0,0,0,2
Apr,2019,South BendIN,73594.25,1,0,3,4
May,2019,South BendIN,91890,1,0,32.5,8
June,2019,South BendIN,87521.8,1,0,7.5,9
July,2019,South BendIN,74992.75,1,0,119.5,2
Aug,2019,South BendIN,75430.5,1,0,25,4
Sep,2019,South BendIN,86940,0,0,0,7
Oct,2019,South BendIN,76525,2,0,148,11
Nov,2019,South BendIN,63910,0,0,0,5
Dec,2019,South BendIN,58664.8,0,0,0,5
Jan,2020,South BendIN,52007.5,3,0,98.2876,3
Feb,2020,South BendIN,53290.75,2,0,215.0537,4
Mar,2020,South BendIN,60342,3,0,4416.6664,10
Mar,2018,SpokaneWA,58613.25,56,2,22594,1
Apr,2018,SpokaneWA,73146.2,18,2,10131,5
May,2018,SpokaneWA,89589.5,54,2,24947.5,8
June,2018,SpokaneWA,93017.25,47,2,24385.5,2
July,2018,SpokaneWA,73028,42,2,20404.5,3
Aug,2018,SpokaneWA,67377.75,51,2,21991.5,4
Sep,2018,SpokaneWA,69960.6,49,2,20844.5,11
Oct,2018,SpokaneWA,58151.25,50,2,22706.5,25
Nov,2018,SpokaneWA,47566,42,2,22080.5,15
Dec,2018,SpokaneWA,56705.8,38,2,21560.5,12
Jan,2019,SpokaneWA,61564.25,14,2,19890.5,9
Feb,2019,SpokaneWA,57211.25,43,2,19576,12
Mar,2019,SpokaneWA,60130.8,40,2,24165,7
Apr,2019,SpokaneWA,63000.75,46,2,23387,9
May,2019,SpokaneWA,83797,39,2,22297,22
June,2019,SpokaneWA,86383.8,49,2,25044.5,34
July,2019,SpokaneWA,69305.75,38,2,18826,21
Aug,2019,SpokaneWA,62844,41,2,22773.5,25
Sep,2019,SpokaneWA,68631.4,39,2,20535.5,33
Oct,2019,SpokaneWA,57265.25,42,2,21874,59
Nov,2019,SpokaneWA,50665.25,48,2,21379.5,37
Dec,2019,SpokaneWA,45238.6,33,2,11722,25
Jan,2020,SpokaneWA,42287,35,2,13937.9922,15
Feb,2020,SpokaneWA,44529,36,2,14317.41,26
Mar,2020,SpokaneWA,59258.4,41,2,13177.6421,36
Mar,2018,SpringfieldIL,42962.25,18,0,3237,1
Apr,2018,SpringfieldIL,46074.6,20,0,5321,1
May,2018,SpringfieldIL,57362.25,17,0,3411,1
June,2018,SpringfieldIL,53212.75,15,0,4484.5,1
July,2018,SpringfieldIL,44052.4,18,0,2526.5,2
Aug,2018,SpringfieldIL,42404.5,17,0,2932.5,6
Sep,2018,SpringfieldIL,47425.6,19,0,2299,4
Oct,2018,SpringfieldIL,44078,18,0,2716,8
Nov,2018,SpringfieldIL,38376.75,15,0,2206,4
Dec,2018,SpringfieldIL,32866.6,19,0,3301.5,5
Jan,2019,SpringfieldIL,33401,6,0,2824,2
Feb,2019,SpringfieldIL,32689.25,16,0,3168,1
Mar,2019,SpringfieldIL,39777.8,20,0,3823,3
Apr,2019,SpringfieldIL,49624,18,0,5026,5
May,2019,SpringfieldIL,62352.25,15,0,4450.5,11
June,2019,SpringfieldIL,56866.8,17,0,4780.5,9
July,2019,SpringfieldIL,51053.25,17,0,4161,9
Aug,2019,SpringfieldIL,53489,23,0,4392.5,5
Sep,2019,SpringfieldIL,62883.4,15,0,3224,9
Oct,2019,SpringfieldIL,56196,19,0,3824,21
Nov,2019,SpringfieldIL,48198.25,18,0,3572,6
Dec,2019,SpringfieldIL,46138.8,15,0,3395.5,3
Jan,2020,SpringfieldIL,43427.5,16,0,4036.1231,5
Feb,2020,SpringfieldIL,40848.25,19,0,2814.2891,8
Mar,2020,SpringfieldIL,46582,29,0,3729.0823,10
Mar,2018,SpringfieldMO,48590,12,1,5995.5,2
Apr,2018,SpringfieldMO,61420.8,10,1,6071.5,3
May,2018,SpringfieldMO,68410.25,9,1,6861,2
June,2018,SpringfieldMO,57831.25,10,1,4963,3
July,2018,SpringfieldMO,45422,10,1,4507,2
Aug,2018,SpringfieldMO,45657.25,9,1,6797,3
Sep,2018,SpringfieldMO,52646.4,9,1,3613.5,13
Oct,2018,SpringfieldMO,51709.75,7,1,5795,21
Nov,2018,SpringfieldMO,45024.75,10,1,5342.5,4
Dec,2018,SpringfieldMO,39323.2,10,1,4279,4
Jan,2019,SpringfieldMO,38460.25,5,1,3334,2
Feb,2019,SpringfieldMO,41581.75,9,1,4864,1
Mar,2019,SpringfieldMO,47080.6,9,1,4450.5,15
Apr,2019,SpringfieldMO,70099.5,8,1,3777,12
May,2019,SpringfieldMO,76074.75,13,1,6915.5,16
June,2019,SpringfieldMO,55672.4,8,1,6631.5,27
July,2019,SpringfieldMO,44727,10,1,4952,15
Aug,2019,SpringfieldMO,50020.5,12,1,6365,17
Sep,2019,SpringfieldMO,59978.2,18,1,5681.5,22
Oct,2019,SpringfieldMO,53037.75,14,1,5523,39
Nov,2019,SpringfieldMO,46006.75,9,1,4899.5,19
Dec,2019,SpringfieldMO,42404.2,12,1,4784.5,3
Jan,2020,SpringfieldMO,34973,10,1,5335.2024,16
Feb,2020,SpringfieldMO,37365.25,12,1,5126.2096,20
Mar,2020,SpringfieldMO,48719.8,6,1,5061.7332,37
Mar,2018,ConcordNH,2186.25,5,0,365,1
Mar,2018,South BendIN,59789,0,0,0,1
Mar,2018,St LouisMO,188047.25,7,0,5018,10
Apr,2018,ConcordNH,2761.6,6,0,868,6
Apr,2018,St LouisMO,233253.4,3,0,6047,18
May,2018,St LouisMO,321094.25,5,0,5004,39
June,2018,BangorME,32946.5,3,0,262,7
June,2018,Great FallsMT,8654.75,2,0,4229.5,1
June,2018,St LouisMO,226933,4,0,6554.5,18
July,2018,St LouisMO,181256,3,0,3942,14
Aug,2018,St LouisMO,176882.75,4,0,6230.5,24
Sep,2018,St LouisMO,197165.6,4,0,5258,42
Mar,2018,SyracuseNY,74141.25,16,0,3032.5,1
Apr,2018,SyracuseNY,92477.6,12,0,3314,5
May,2018,SyracuseNY,105745.75,19,0,4012.5,3
June,2018,SyracuseNY,105694.25,14,0,3598,2
July,2018,SyracuseNY,92812,10,0,3929.5,1
Aug,2018,SyracuseNY,79658.25,13,0,4270.5,10
Sep,2018,SyracuseNY,97636.4,13,0,3059,8
Oct,2018,SyracuseNY,89073.5,16,0,3546,16
Nov,2018,SyracuseNY,85380.75,17,0,2594,12
Dec,2018,SyracuseNY,76660.2,17,0,3094.5,9
Jan,2019,SyracuseNY,69491.75,32,0,4142,4
Feb,2019,SyracuseNY,75707,15,0,4578.5,4
Mar,2019,SyracuseNY,80819.8,21,0,4591,8
Apr,2019,SyracuseNY,98580.25,17,0,5314,5
May,2019,SyracuseNY,108965.25,14,0,3721.5,22
June,2019,SyracuseNY,95801.6,16,0,3848,23
July,2019,SyracuseNY,85596,15,0,3661,15
Aug,2019,SyracuseNY,70915.5,17,0,4440.5,12
Sep,2019,SyracuseNY,79358.8,16,0,3528.5,28
Oct,2019,SyracuseNY,78360.75,16,0,4106,41
Nov,2019,SyracuseNY,68783,18,0,3977.5,5
Dec,2019,SyracuseNY,63134.6,15,0,3170,7
Jan,2020,SyracuseNY,60588.5,14,0,3844.9279,9
Feb,2020,SyracuseNY,59094.75,19,0,4304.6306,18
Mar,2020,SyracuseNY,68108,15,0,4187.1013,30
Oct,2018,St LouisMO,180950,4,0,6236,99
Nov,2018,St LouisMO,161747.75,6,0,5640.5,61
Mar,2018,TallahasseeFL,70249,31,0,3992,1
Apr,2018,TallahasseeFL,76211.4,24,0,3479,8
May,2018,TallahasseeFL,67920.5,31,0,3402.5,4
June,2018,TallahasseeFL,53923.5,25,0,3067,4
July,2018,TallahasseeFL,44704.2,26,0,3526,2
Aug,2018,TallahasseeFL,46174.5,29,0,4581,2
Sep,2018,TallahasseeFL,55146.2,30,0,4573.5,6
Oct,2018,TallahasseeFL,45705.5,28,0,3701.5,16
Nov,2018,TallahasseeFL,47787.75,27,0,4483.5,12
Dec,2018,TallahasseeFL,44280.2,33,0,3391.5,5
Jan,2019,TallahasseeFL,43777.75,254,0,4099.5,3
Feb,2019,TallahasseeFL,52022,28,0,3659.5,2
Mar,2019,TallahasseeFL,62758.4,30,0,3972,3
Apr,2019,TallahasseeFL,64032.25,32,0,4659,7
May,2019,TallahasseeFL,62771.25,30,0,5189.5,18
June,2019,TallahasseeFL,47311.6,32,0,4207,14
July,2019,TallahasseeFL,41464.25,29,0,4752,15
Aug,2019,TallahasseeFL,50364.5,26,0,3756.5,14
Sep,2019,TallahasseeFL,55473.6,31,0,3838.5,21
Oct,2019,TallahasseeFL,54008.75,39,0,6634.5,30
Nov,2019,TallahasseeFL,52630.75,29,0,2904,11
Dec,2019,TallahasseeFL,48742.4,27,0,3145.5,13
Jan,2020,TallahasseeFL,41973.25,30,0,3203.3855,14
Feb,2020,TallahasseeFL,51192.75,28,0,4406.1112,22
Mar,2020,TallahasseeFL,66711.6,27,0,4245.1475,38
Dec,2018,St LouisMO,136640.2,4,0,5219,22
Jan,2019,St LouisMO,135871.25,15,0,5295,30
Mar,2018,TampaFL,350861.5,269,2,76665,9
Apr,2018,TampaFL,312924.8,254,2,68966,15
May,2018,TampaFL,270776.25,261,2,67365.5,24
June,2018,TampaFL,228985.5,241,2,57610.5,21
July,2018,TampaFL,202331.2,252,2,65505,13
Aug,2018,TampaFL,189274.25,266,2,68122,25
Sep,2018,TampaFL,210742.2,244,2,64852,49
Oct,2018,TampaFL,200648.5,270,2,67097,84
Nov,2018,TampaFL,210040.5,229,2,56074.5,65
Dec,2018,TampaFL,185408.2,244,2,51605.5,24
Jan,2019,TampaFL,170784,2,2,60683,32
Feb,2019,TampaFL,201307,284,2,67112.5,18
Mar,2019,TampaFL,250714,278,2,74593,39
Apr,2019,TampaFL,228075.25,299,2,79004,35
May,2019,TampaFL,205018,273,2,70396.5,67
June,2019,TampaFL,175253,263,2,67204,90
July,2019,TampaFL,163738,282,2,67586.5,52
Aug,2019,TampaFL,169870.25,282,2,73094,66
Sep,2019,TampaFL,189711,259,2,57998.5,89
Oct,2019,TampaFL,194412.75,293,2,74193,183
Nov,2019,TampaFL,188428.5,276,2,55264.5,68
Dec,2019,TampaFL,181560.4,273,2,50924,64
Jan,2020,TampaFL,162441.75,225,2,51308.285,156
Feb,2020,TampaFL,210824.75,230,2,53928.2969,170
Mar,2020,TampaFL,282070.6,231,2,52163.1936,173
Feb,2019,St LouisMO,142336,4,0,5904.5,27
Mar,2019,St LouisMO,166673.2,4,0,5473.5,39
Mar,2018,ToledoOH,59300.5,5,0,230,2
Apr,2018,ToledoOH,69646.8,4,0,44.5,4
May,2018,ToledoOH,82149.75,3,0,158.5,7
June,2018,ToledoOH,73203.5,4,0,258.5,3
July,2018,ToledoOH,63112.8,4,0,133.5,5
Aug,2018,ToledoOH,55435.25,8,0,862.5,5
Sep,2018,ToledoOH,64786.6,3,0,125,13
Oct,2018,ToledoOH,57416.75,1,0,40,15
Nov,2018,ToledoOH,48704.75,2,0,8,13
Dec,2018,ToledoOH,42613,4,0,295,4
Jan,2019,ToledoOH,38550,152,1,29.5,5
Feb,2019,ToledoOH,36246.25,5,1,182,11
Mar,2019,ToledoOH,43389.4,1,1,10,8
Apr,2019,ToledoOH,51084.5,2,1,88.5,6
May,2019,ToledoOH,62521,2,1,78,16
June,2019,ToledoOH,58883.8,1,1,31.5,17
July,2019,ToledoOH,50548.25,5,1,137,7
Aug,2019,ToledoOH,47895,4,1,141.5,12
Sep,2019,ToledoOH,59167.6,3,1,29.5,15
Oct,2019,ToledoOH,58508.5,6,1,174.5,28
Nov,2019,ToledoOH,48479.5,1,1,60,12
Dec,2019,ToledoOH,43371,2,1,47.5,16
Jan,2020,ToledoOH,40491,10,1,481.7623,9
Feb,2020,ToledoOH,42095.75,12,1,556.3285,14
Mar,2020,ToledoOH,47485,9,1,387.1397,20
Apr,2019,St LouisMO,252087,5,0,7233.5,41
May,2019,St LouisMO,302045.75,4,0,2182.5,84
Mar,2018,TucsonAZ,64982.25,138,2,30584,2
Apr,2018,TucsonAZ,87084.8,142,2,30167.5,9
May,2018,TucsonAZ,104375.5,140,2,29312,21
June,2018,TucsonAZ,77018.75,137,2,30211,7
July,2018,TucsonAZ,53812.6,126,2,22948.5,3
Aug,2018,TucsonAZ,57374,151,2,29852,9
Sep,2018,TucsonAZ,65968.8,146,2,33254.5,33
Oct,2018,TucsonAZ,56572.25,140,2,28421,53
Nov,2018,TucsonAZ,53335.5,137,2,27039.5,69
Dec,2018,TucsonAZ,50204.4,134,2,26746,17
Jan,2019,TucsonAZ,42588,12,2,28450.5,13
Feb,2019,TucsonAZ,45572,159,2,27883,14
Mar,2019,TucsonAZ,58139.6,146,2,30332,36
Apr,2019,TucsonAZ,83871.75,150,2,31003,22
May,2019,TucsonAZ,97202.25,152,2,35208,30
June,2019,TucsonAZ,69015,151,2,31486.5,38
July,2019,TucsonAZ,61887.75,151,2,27388,32
Aug,2019,TucsonAZ,58001.75,146,2,29671,41
Sep,2019,TucsonAZ,63730,140,2,29615.5,53
Oct,2019,TucsonAZ,59399.75,158,2,30667.5,92
Nov,2019,TucsonAZ,67732.5,141,2,27627,54
Dec,2019,TucsonAZ,58231.4,127,2,25042,47
Jan,2020,TucsonAZ,53125.5,139,2,28859.169,40
Feb,2020,TucsonAZ,58373,146,2,31141.0628,68
Mar,2020,TucsonAZ,73458,142,2,29343.3841,75
June,2019,St LouisMO,218440.4,4,0,552.5,71
July,2019,St LouisMO,183178.25,2,0,904.5,50
Mar,2018,TulsaOK,77294.5,15,1,1554,4
Apr,2018,TulsaOK,94771.2,18,1,1851,2
May,2018,TulsaOK,96939.75,15,1,1871,4
June,2018,TulsaOK,85070.5,17,1,1191,2
July,2018,TulsaOK,63547.2,9,1,1305.5,4
Aug,2018,TulsaOK,63291,16,1,2401,9
Sep,2018,TulsaOK,79420,14,1,2000.5,17
Oct,2018,TulsaOK,73526.75,16,1,2777.5,31
Nov,2018,TulsaOK,64846.25,19,1,2931.5,20
Dec,2018,TulsaOK,59501.2,15,1,2227,4
Jan,2019,TulsaOK,62611.75,34,0,1718.5,3
Feb,2019,TulsaOK,61794,14,0,1137.5,10
Mar,2019,TulsaOK,70071.8,17,0,1648,17
Apr,2019,TulsaOK,101430.25,16,0,1825,14
May,2019,TulsaOK,99026.75,22,0,2459.5,19
June,2019,TulsaOK,72271.8,11,0,2398.5,24
July,2019,TulsaOK,62092.25,19,0,3426,27
Aug,2019,TulsaOK,65443,22,0,2865,22
Sep,2019,TulsaOK,84714.2,16,0,1197.5,22
Oct,2019,TulsaOK,74023.25,17,0,2295.5,51
Nov,2019,TulsaOK,71251.5,16,0,1729.5,44
Dec,2019,TulsaOK,67091.4,14,0,2297.5,17
Jan,2020,TulsaOK,62275.5,43,0,4197.7592,19
Feb,2020,TulsaOK,60994.5,24,0,3159.204,33
Mar,2020,TulsaOK,76495.4,29,0,2253.9936,32
Aug,2019,St LouisMO,179238,3,0,507,54
Sep,2019,St LouisMO,216192.2,3,0,474,63
Mar,2018,WashingtonDC,235367.5,35,2,13705,9
Apr,2018,WashingtonDC,306952.8,33,2,15782.5,22
May,2018,WashingtonDC,503472,37,2,16719,49
June,2018,WashingtonDC,303420,35,2,16477.5,34
July,2018,WashingtonDC,230193.2,30,2,13584.5,25
Aug,2018,WashingtonDC,206481.25,34,2,18620.5,36
Sep,2018,WashingtonDC,228046.8,35,2,13791,71
Oct,2018,WashingtonDC,230504.5,31,2,14280.5,163
Nov,2018,WashingtonDC,223711,38,2,14557,94
Dec,2018,WashingtonDC,196649.2,33,2,12524,34
Jan,2019,WashingtonDC,177341.25,31,2,13428,32
Feb,2019,WashingtonDC,180702.75,30,2,11273,40
Mar,2019,WashingtonDC,244809,31,2,13983.5,61
Apr,2019,WashingtonDC,382746.75,32,2,15680.5,59
May,2019,WashingtonDC,451909.75,35,2,16229,96
June,2019,WashingtonDC,309262.2,34,2,13790,144
July,2019,WashingtonDC,236557.25,35,2,15982,79
Aug,2019,WashingtonDC,232648.25,37,2,13303.5,113
Sep,2019,WashingtonDC,265990.6,31,2,11667,158
Oct,2019,WashingtonDC,276725.75,30,2,14700.5,296
Nov,2019,WashingtonDC,250444.5,26,2,12320.5,107
Dec,2019,WashingtonDC,231516.6,30,2,12448.5,80
Jan,2020,WashingtonDC,212957.5,39,2,13731.8617,74
Feb,2020,WashingtonDC,216821.5,38,2,10065.2447,1
Mar,2020,WashingtonDC,321128.4,37,2,14280.6384,194
Oct,2019,St LouisMO,203058.5,3,0,911.5,127
Nov,2019,St LouisMO,179098.75,4,0,260.5,69
Mar,2018,West Palm BeachFL,259839.5,30,2,9238,3
Apr,2018,West Palm BeachFL,258566.6,29,2,7196,3
May,2018,West Palm BeachFL,240052,30,2,8572,4
June,2018,West Palm BeachFL,212151,26,2,7107.5,1
July,2018,West Palm BeachFL,190890.4,32,2,7188,1
Aug,2018,West Palm BeachFL,175958.5,28,2,10060.5,5
Sep,2018,West Palm BeachFL,204622.2,36,2,7373.5,7
Oct,2018,West Palm BeachFL,199800.75,36,2,10280,14
Nov,2018,West Palm BeachFL,200250,30,2,7781,8
Dec,2018,West Palm BeachFL,176288,24,2,7551,4
Jan,2019,West Palm BeachFL,167002.5,33,2,8031.5,5
Feb,2019,West Palm BeachFL,186365.75,25,2,9960,4
Mar,2019,West Palm BeachFL,208464.8,30,2,11563.5,3
Apr,2019,West Palm BeachFL,204634.25,27,2,11032,7
May,2019,West Palm BeachFL,204752,29,2,11895,8
June,2019,West Palm BeachFL,175909,27,2,9307.5,10
July,2019,West Palm BeachFL,164871,28,2,9688.5,7
Aug,2019,West Palm BeachFL,164939.5,23,2,9390.5,10
Sep,2019,West Palm BeachFL,181756,20,2,6869.5,14
Oct,2019,West Palm BeachFL,194989.75,26,2,9881,22
Nov,2019,West Palm BeachFL,185397.5,29,2,9007,12
Dec,2019,West Palm BeachFL,183900.2,29,2,8972,9
Jan,2020,West Palm BeachFL,178132.75,33,2,11195.9574,8
Feb,2020,West Palm BeachFL,209957.25,28,2,7124.4235,41
Mar,2020,West Palm BeachFL,238616.6,29,2,10032.3421,25
Dec,2019,St LouisMO,154557.4,3,0,389.5,65
Jan,2020,St LouisMO,136035,2,0,674.1729,28
Mar,2018,WichitaKS,100902,34,0,6283.5,1
Apr,2018,WichitaKS,131369,40,0,7820.5,5
May,2018,WichitaKS,123650.25,39,0,8084,1
June,2018,WichitaKS,104783.75,33,0,6937.5,1
July,2018,WichitaKS,93850.8,37,0,6643,1
Aug,2018,WichitaKS,94695,33,0,7638,8
Sep,2018,WichitaKS,116022.8,34,0,7611.5,6
Oct,2018,WichitaKS,86477.75,38,0,8104,22
Nov,2018,WichitaKS,78661.5,38,0,7052.5,1
Dec,2018,WichitaKS,68161.8,36,0,6095,2
Jan,2019,WichitaKS,70125,35,0,5276.5,1
Feb,2019,WichitaKS,71557.5,33,0,7692.5,5
Mar,2019,WichitaKS,78804.2,36,0,7785.5,1
Apr,2019,WichitaKS,116846.75,37,0,8464,2
May,2019,WichitaKS,115308,37,0,8689,15
June,2019,WichitaKS,98908.6,40,0,7756.5,10
July,2019,WichitaKS,85009.5,33,0,7067.5,17
Aug,2019,WichitaKS,90613.75,36,0,5654.5,26
Sep,2019,WichitaKS,124607.6,37,0,8126,36
Oct,2019,WichitaKS,94888.75,39,0,7545.5,8
Nov,2019,WichitaKS,81502.5,37,0,7275,3
Dec,2019,WichitaKS,76576,33,0,6382.5,7
Jan,2020,WichitaKS,66507,43,0,8426.0378,10
Feb,2020,WichitaKS,69047.25,36,0,9135.2792,3
Mar,2020,WichitaKS,93562,40,0,8277.1276,8
Feb,2020,St LouisMO,138688.75,3,0,1785.3551,66
Mar,2020,St LouisMO,180304.4,2,0,1584.8868,81
Mar,2018,WilmingtonDE,25579.5,41,1,9722.5,2
Apr,2018,WilmingtonDE,35662.4,35,1,11064.5,3
May,2018,WilmingtonDE,55646.25,37,1,12833,10
June,2018,WilmingtonDE,40603,38,1,8417.5,1
July,2018,WilmingtonDE,28365.4,34,1,7811,5
Aug,2018,WilmingtonDE,25111.5,40,1,10264,4
Sep,2018,WilmingtonDE,31400.8,39,1,8213.5,6
Oct,2018,WilmingtonDE,31537.5,34,1,8039.5,18
Nov,2018,WilmingtonDE,29326.75,33,1,8749,4
Dec,2018,WilmingtonDE,24417.4,34,1,8110.5,5
Jan,2019,WilmingtonDE,23061.5,132,0,7647.5,5
Feb,2019,WilmingtonDE,24808,28,0,7606.5,2
Mar,2019,WilmingtonDE,28646.8,39,0,9985.5,13
Apr,2019,WilmingtonDE,46757,34,0,9577,11
May,2019,WilmingtonDE,58832.25,32,0,10108,18
June,2019,WilmingtonDE,42869.6,36,0,10139,12
July,2019,WilmingtonDE,35972.75,35,0,9588,13
Aug,2019,WilmingtonDE,34331.5,34,0,11002,17
Sep,2019,WilmingtonDE,41031,39,0,10057,23
Oct,2019,WilmingtonDE,38591.25,40,0,9440.5,25
Nov,2019,WilmingtonDE,31236.25,26,0,6113,17
Dec,2019,WilmingtonDE,26787.6,32,0,7933,15
Jan,2020,WilmingtonDE,29208,26,0,9044.0516,13
Feb,2020,WilmingtonDE,27688.25,35,0,8691.0472,16
Mar,2020,WilmingtonDE,34929,31,0,7187.5672,21
